Tipo, Frecuencia
contrario</w>, 21
ere.</w>, 20
La</w>, 122
sea</w>, 224
ter, 93
acu, 38
sar, 23
a,</w>, 1047
juez</w>, 10
sentenci, 12
are.</w>, 11
Con</w>, 102
tanto</w>, 353
todas</w>, 342
veces</w>, 151
éredes</w>, 8
dur, 36
ante</w>, 135
dich, 49
tra, 112
ig, 48
juntamente</w>, 17
él</w>, 1034
visto,</w>, 39
va</w>, 203
ru, 112
bri, 41
cado</w>, 20
pl, 114
ana</w>, 75
firm, 39
ado</w>, 889
fin</w>, 129
Escri, 11
b, 266
ano</w>, 65
en,</w>, 149
saber</w>, 204
si</w>, 1785
está</w>, 416
conforme</w>, 25
públi, 11
forma</w>, 8
cómo</w>, 177
corre, 31
tor</w>, 29
nombr, 42
ado,</w>, 448
vio</w>, 222
corri, 59
ó</w>, 954
al,</w>, 69
él,</w>, 168
quedan</w>, 25
impres, 31
as</w>, 942
err, 77
apunt, 11
adas,</w>, 101
así</w>, 484
fuer, 48
os,</w>, 684
tase</w>, 12
vol, 56
me</w>, 2496
ma</w>, 89
ni</w>, 1350
primer</w>, 43
dél,</w>, 38
entre, 103
gue</w>, 23
más</w>, 1823
solo</w>, 70
autor,</w>, 12
cuya</w>, 82
costa</w>, 29
otro</w>, 412
alguno,</w>, 39
efeto</w>, 13
reci, 59
ón</w>, 195
hasta</w>, 377
antes</w>, 296
esté</w>, 46
reg, 50
ido</w>, 85
Consej, 4
y,</w>, 1282
estando</w>, 70
hecho,</w>, 53
manera,</w>, 60
ego,</w>, 28
suc, 1
esi, 23
v, 276
amente</w>, 98
aprob, 13
ación,</w>, 63
as,</w>, 738
caer</w>, 46
ri, 277
r</w>, 73
penas</w>, 14
teni, 30
das</w>, 165
leyes</w>, 33
cas</w>, 57
destos</w>, 56
rein, 45
os.</w>, 348
otras</w>, 252
cual, 11
es, 294
quier</w>, 2
justici, 10
dellos,</w>, 29
guard, 45
cumpl, 18
ella</w>, 439
ten, 171
ido.</w>, 38
F, 84
echa</w>, 25
seis</w>, 72
se, 184
tiem, 11
Y, 19
O,</w>, 10
.</w>, 371
mandado</w>, 18
señor:</w>, 10
mez, 9
qu, 102
et, 121
QU, 2
E</w>, 22
É, 34
marqués</w>, 13
i, 261
br, 92
ale, 16
conde</w>, 17
Ben, 4
alcá, 7
zar</w>, 18
añ, 85
ares,</w>, 17
viz, 1
Pu, 13
eb, 32
coc, 9
señor</w>, 732
vi, 314
llas</w>, 45
api, 10
Curi, 8
gui, 96
llos</w>, 37
buen</w>, 439
acogimiento</w>, 8
honra</w>, 54
Vuestra</w>, 27
Excelencia</w>, 15
toda</w>, 304
suerte</w>, 102
libros,</w>, 29
príncipe</w>, 10
tan</w>, 1260
inclin, 32
favorecer</w>, 18
buenas</w>, 75
art, 49
es,</w>, 502
mayor, 18
mente</w>, 17
nobl, 10
eza</w>, 78
ab, 181
servicio</w>, 22
gran, 34
jer, 8
ías</w>, 66
vul, 12
go,</w>, 59
he</w>, 530
determinado</w>, 25
sacar</w>, 53
luz</w>, 61
In, 27
gen, 19
oso</w>, 164
abri, 42
go</w>, 126
clar, 28
ísimo</w>, 69
nombre</w>, 132
Excel, 7
encia,</w>, 62
qui, 184
ac, 225
amiento</w>, 56
debo</w>, 21
tanta</w>, 143
grandeza,</w>, 15
suplico</w>, 19
ba</w>, 43
agrad, 35
abl, 56
emente</w>, 26
pr, 105
ot, 112
ción,</w>, 27
sombr, 17
aunque</w>, 511
desnudo</w>, 21
aquel</w>, 478
preci, 44
orn, 13
amento</w>, 3
eleg, 16
ancia</w>, 24
eru, 12
dición</w>, 25
suelen</w>, 58
andar</w>, 62
vesti, 19
obras</w>, 40
componen</w>, 8
casas</w>, 19
hombres</w>, 76
sab, 146
ose</w>, 43
parecer</w>, 114
segur, 12
juicio</w>, 28
algunos</w>, 112
contin, 25
éndose</w>, 45
límites</w>, 16
ignor, 43
ancia,</w>, 25
conden, 17
ar</w>, 912
rigor</w>, 23
menos</w>, 198
justicia</w>, 20
trabajos</w>, 24
ajen, 37
os;</w>, 247
poniendo</w>, 20
ojos</w>, 215
prudencia</w>, 15
mi</w>, 1685
deseo,</w>, 25
ío</w>, 42
desdeñ, 13
ará</w>, 95
cort, 66
edad</w>, 79
humilde</w>, 15
cio.</w>, 18
ra.</w>, 23
PR, 4
Ó, 5
Des, 41
ocupado</w>, 8
lec, 10
tor, 75
juramento</w>, 17
podrás</w>, 10
creer</w>, 57
quisiera</w>, 64
hijo</w>, 72
entendimiento,</w>, 26
fuera</w>, 262
hermos, 35
o,</w>, 831
gallardo</w>, 14
discreto</w>, 40
pudiera</w>, 79
imaginarse.</w>, 8
Pero</w>, 162
podido</w>, 16
yo</w>, 1722
contra, 14
venir</w>, 102
orden</w>, 92
natural, 12
eza;</w>, 11
eng, 26
end, 89
semej, 30
ante.</w>, 19
así,</w>, 405
¿qué</w>, 126
podrá</w>, 73
engendr, 20
est, 326
éri, 17
mal</w>, 410
cul, 40
tiv, 12
ingenio</w>, 29
mío,</w>, 102
sino</w>, 687
historia</w>, 151
co,</w>, 75
avell, 11
antojadi, 8
zo</w>, 29
lleno</w>, 53
pensamientos</w>, 54
arios</w>, 30
nunca</w>, 133
imagin, 76
ados</w>, 375
quien</w>, 606
una</w>, 1331
cárcel, 11
donde</w>, 616
comodidad</w>, 24
asiento</w>, 10
todo</w>, 965
triste</w>, 38
ruido</w>, 35
habit, 12
aci, 92
ón?</w>, 9
sosiego,</w>, 14
lugar</w>, 266
apaci, 17
bl, 46
amen, 10
idad</w>, 44
camp, 28
ser, 83
cielos,</w>, 8
murmur, 24
fuentes,</w>, 8
quietud</w>, 10
espíritu</w>, 9
son</w>, 459
grande</w>, 163
mu, 157
sas</w>, 35
les</w>, 444
muestr, 24
ofrez, 5
can</w>, 29
part, 59
mundo</w>, 137
col, 92
maravilla</w>, 14
contento.</w>, 11
cont, 147
ece</w>, 36
padre</w>, 165
feo</w>, 8
gracia</w>, 20
amor</w>, 89
pone</w>, 38
vea</w>, 52
sus</w>, 1047
falt, 62
juz, 30
ga</w>, 83
discreci, 11
ones</w>, 127
de, 226
zas</w>, 30
cuenta</w>, 174
amigos</w>, 37
agude, 8
don, 65
air, 12
es.</w>, 261
yo,</w>, 140
parez, 16
padre,</w>, 63
soy</w>, 280
pad, 43
ras, 62
tro</w>, 22
quiero</w>, 227
irme</w>, 12
ente</w>, 178
us, 86
cart, 30
casi</w>, 110
lágrimas</w>, 64
ojos,</w>, 59
otros</w>, 218
hac, 107
car, 178
ísimo,</w>, 14
perdon, 34
disimu, 16
fal, 78
tas</w>, 71
er, 360
es;</w>, 177
eres</w>, 85
pari, 31
amigo,</w>, 89
tienes</w>, 44
tu</w>, 329
alma</w>, 96
cuerpo</w>, 78
libre</w>, 47
alb, 32
ed, 144
río</w>, 18
pintado,</w>, 8
estás</w>, 25
casa,</w>, 103
della,</w>, 40
rey</w>, 99
cab, 125
sabes</w>, 31
comúnmente</w>, 9
dice:</w>, 17
debajo</w>, 75
mant, 51
ma, 31
to.</w>, 94
Todo</w>, 66
te</w>, 844
resp, 30
to</w>, 298
oblig, 64
ación;</w>, 8
puedes</w>, 29
decir</w>, 461
aquello</w>, 96
pareci, 61
temor</w>, 54
uni, 19
premi, 22
dij, 93
della.</w>, 12
Sólo</w>, 22
dár, 11
tela</w>, 16
desnu, 37
da,</w>, 155
ato</w>, 37
pró, 12
lo, 66
mer, 63
abi, 68
lidad</w>, 20
cat, 31
á, 147
acostumbr, 30
son, 94
etos,</w>, 12
pi, 204
gram, 12
ogi, 15
poner, 21
se.</w>, 34
Porque</w>, 44
sé</w>, 365
costó</w>, 8
algún</w>, 281
com, 215
la,</w>, 55
ninguno</w>, 73
tuve</w>, 29
mayor</w>, 117
ación</w>, 138
vas</w>, 30
ley, 51
endo.</w>, 10
Mu, 35
chas</w>, 26
tomé</w>, 8
pluma</w>, 10
escribi, 30
ll, 184
muchas</w>, 223
dej, 128
é,</w>, 52
rí, 35
suspenso,</w>, 8
papel</w>, 20
delante,</w>, 27
orej, 14
co, 110
do</w>, 291
bu, 43
ete</w>, 41
mano</w>, 214
mej, 15
ill, 43
pensando</w>, 15
dir, 14
ía,</w>, 244
entró</w>, 63
deshora</w>, 13
amigo</w>, 144
gracioso</w>, 17
entendi, 47
do,</w>, 241
éndome</w>, 33
ativo,</w>, 4
preguntó</w>, 62
caus, 47
encubri, 15
éndos, 15
ela</w>, 46
dije</w>, 49
pensaba</w>, 57
tenía</w>, 311
quería</w>, 72
hacer, 48
le,</w>, 64
hazañas</w>, 46
noble</w>, 14
caballero.</w>, 17
-P, 50
¿cómo</w>, 25
queréis</w>, 28
vos</w>, 157
tenga</w>, 79
confuso</w>, 19
qué</w>, 563
dirá</w>, 26
antiguo</w>, 13
leg, 24
l, 329
ador</w>, 112
llaman</w>, 72
vulgo</w>, 12
cuando</w>, 666
cabo</w>, 79
tantos</w>, 86
años</w>, 70
duer, 18
mo</w>, 85
silencio</w>, 39
olvi, 35
sal, 157
ahora,</w>, 44
mis</w>, 385
cu, 204
estas,</w>, 17
enda</w>, 27
ajena</w>, 10
invención,</w>, 9
mengu, 20
ada</w>, 547
esti, 59
lo,</w>, 65
pobre</w>, 73
conc, 7
etos</w>, 14
falta</w>, 66
doc, 33
tr, 190
aciones</w>, 55
már, 6
anot, 8
veo</w>, 44
están</w>, 110
sean</w>, 64
ul, 37
osos</w>, 104
prof, 34
anos,</w>, 18
llenos</w>, 14
sentencias</w>, 19
rist, 21
ó, 127
eles,</w>, 18
lat, 35
caterva</w>, 10
filóso, 8
admir, 99
entes</w>, 73
tienen</w>, 135
autores</w>, 16
leí, 14
tos</w>, 98
es?</w>, 57
¡, 208
Pues</w>, 59
qué,</w>, 16
ci, 246
Di, 110
vin, 31
tur, 80
a!</w>, 133
No</w>, 180
dirán</w>, 8
unos</w>, 135
santos</w>, 10
Tom, 24
ases</w>, 11
tores</w>, 8
Iglesi, 14
guardando</w>, 8
esto</w>, 525
decoro</w>, 14
ingeni, 13
han</w>, 351
pintado</w>, 10
enamorado</w>, 38
destr, 20
ído</w>, 13
hacen</w>, 67
cristiano,</w>, 28
contento</w>, 75
regalo</w>, 10
oí, 84
lle</w>, 13
le, 114
ell, 76
De</w>, 151
ecer</w>, 28
porque</w>, 1192
tengo</w>, 347
mar, 85
g, 329
fin,</w>, 98
si, 197
principio,</w>, 9
todos,</w>, 63
letras</w>, 38
comenz, 33
ando</w>, 470
eles</w>, 28
acabando</w>, 11
X, 26
of, 68
Z, 17
x, 33
is,</w>, 14
maldici, 9
uno</w>, 298
pintor</w>, 10
otro.</w>, 13
También</w>, 19
cuyos</w>, 10
duques,</w>, 14
ques, 10
des,</w>, 45
bis, 11
damas</w>, 22
poetas</w>, 19
cel, 61
ér, 82
mos;</w>, 9
aunque,</w>, 14
pidiese</w>, 11
dos</w>, 848
ofici, 24
ales</w>, 64
amigos,</w>, 21
dar, 104
ían,</w>, 64
tales,</w>, 18
igual, 50
asen</w>, 110
aquellos</w>, 155
Españ, 17
mío</w>, 50
pros, 23
egu, 33
í, 243
-,</w>, 108
determin, 46
quede</w>, 19
sepul, 26
archi, 12
cielo</w>, 153
depar, 19
adorn, 28
tantas</w>, 101
cosas</w>, 293
an;</w>, 39
hallo</w>, 17
capaz</w>, 10
remedi, 47
ar, 350
las,</w>, 31
insu, 10
fici, 30
encia</w>, 87
pocas</w>, 24
letras,</w>, 14
natur, 9
almente</w>, 27
pol, 47
perez, 16
and, 160
arme</w>, 126
buscando</w>, 41
digan</w>, 15
ellos.</w>, 10
aquí</w>, 395
nace</w>, 10
suspen, 13
sión</w>, 37
ev, 41
amiento,</w>, 22
hall, 171
ast, 38
bastante</w>, 20
causa</w>, 109
ponerme</w>, 24
mí</w>, 407
habéis</w>, 110
do.</w>, 127
Oyendo</w>, 28
dándose</w>, 8
palm, 8
frente</w>, 9
dispar, 18
carga</w>, 18
risa,</w>, 15
dijo:</w>, 457
-Por</w>, 72
Dios,</w>, 117
hermano,</w>, 36
agora</w>, 98
acab, 109
desengañ, 31
engaño</w>, 17
estado</w>, 76
conozco,</w>, 10
siempre</w>, 137
tenido</w>, 60
prudente</w>, 15
vuestras</w>, 81
aciones.</w>, 8
estáis</w>, 19
lejos</w>, 45
serlo</w>, 17
tierra.</w>, 33
¿Cómo</w>, 14
posible</w>, 81
poco</w>, 302
momento</w>, 21
fáci, 19
remediar</w>, 12
puedan</w>, 13
fuerzas</w>, 38
sus, 8
ender</w>, 32
sor, 22
tar</w>, 94
mad, 48
vuest, 15
ro,</w>, 65
hecho</w>, 189
romper</w>, 12
atropell, 11
dificultades</w>, 9
fe,</w>, 27
habili, 8
dad,</w>, 52
sobr, 35
per, 237
pen, 53
discur, 35
so.</w>, 12
¿, 246
Qu, 43
éis</w>, 113
ver</w>, 375
verdad</w>, 280
go?</w>, 14
adme</w>, 26
atento</w>, 15
veréis</w>, 14
cómo,</w>, 16
abrir</w>, 14
cerrar</w>, 14
conf, 20
remedio</w>, 50
decís</w>, 23
suspend, 10
obar, 8
dan</w>, 58
dejar</w>, 109
famoso</w>, 86
espejo</w>, 16
caballería</w>, 62
andante.</w>, 10
-D, 74
eci, 109
d</w>, 61
-le</w>, 13
repli, 19
oyendo</w>, 33
decí, 33
a-:</w>, 14
modo</w>, 158
pens, 100
llen, 22
vac, 20
reduci, 13
claridad</w>, 11
ca, 135
confusi, 9
-Lo</w>, 11
repar, 17
faltan</w>, 9
person, 34
ajes</w>, 18
graves</w>, 9
títu, 15
puede</w>, 267
tom, 128
los,</w>, 33
después</w>, 172
podéis</w>, 20
au, 56
poner</w>, 130
quisiére, 16
hij, 58
ándolos</w>, 14
Pr, 12
Indi, 10
Em, 9
Tra, 20
hay</w>, 446
noticia</w>, 52
fueron</w>, 131
famosos</w>, 25
poet, 9
as;</w>, 248
hayan</w>, 18
sido</w>, 157
hubiere</w>, 16
ped, 45
bachill, 4
detrás</w>, 18
muer, 6
verdad,</w>, 103
dé</w>, 83
maraved, 10
ís, 12
porque,</w>, 133
ya</w>, 733
aver, 7
ü, 13
mentira,</w>, 14
»En</w>, 19
sac, 124
áredes</w>, 11
pusi, 24
vuestra</w>, 792
historia,</w>, 52
hacer,</w>, 47
manera</w>, 227
venga</w>, 45
pel, 59
algunas</w>, 82
ines</w>, 8
sep, 30
memoria,</w>, 26
menos,</w>, 120
busc, 27
e;</w>, 218
será</w>, 207
trat, 92
libertad</w>, 47
cauti, 30
ver, 194
o:</w>, 196
N, 98
on</w>, 38
ben, 22
pro</w>, 10
to, 153
libert, 23
aur, 12
o.</w>, 665
luego,</w>, 61
Si</w>, 109
muerte,</w>, 38
acudir</w>, 29
luego</w>, 282
ida</w>, 44
mor, 106
s</w>, 104
pul, 41
pe, 85
um</w>, 10
tab, 22
ern, 49
um, 38
amistad</w>, 28
manda</w>, 20
enemigo,</w>, 15
entr, 111
aros</w>, 41
punto</w>, 150
tura</w>, 38
tant, 53
curi, 15
osi, 27
palabras,</w>, 20
mismo</w>, 146
os:</w>, 63
tem, 86
dico</w>, 2
vo, 21
ligi, 3
imi, 12
cos</w>, 58
estr, 68
malos</w>, 36
pensamientos,</w>, 28
acudi, 19
van, 18
eli, 20
unt, 14
cogi, 24
ati, 78
mal, 177
inst, 10
ahí</w>, 43
Cat, 13
dará</w>, 31
dí, 73
sti, 33
feli, 11
numer, 12
ami, 64
cos,</w>, 40
por, 56
nu, 37
bi, 133
sol, 136
tales</w>, 140
tend, 26
rán</w>, 28
siquiera</w>, 24
áti, 17
poca</w>, 53
provecho</w>, 40
h, 176
oy, 82
toca</w>, 39
manera:</w>, 30
gigante</w>, 30
Gol, 16
ías,</w>, 33
sólo</w>, 176
esto,</w>, 330
tar, 134
á</w>, 87
nada,</w>, 45
tenéis</w>, 21
pues</w>, 411
li, 188
eo</w>, 16
pastor</w>, 46
avi, 32
mat, 94
gran</w>, 321
valle</w>, 11
Ter, 15
según</w>, 162
Li, 13
capítulo</w>, 11
escrib, 36
Tras</w>, 8
mostr, 85
hombre</w>, 203
human, 32
gr, 64
af, 55
haced</w>, 9
aj, 113
éis, 15
famosa</w>, 22
poni, 14
endo:</w>, 3
ajo</w>, 14
naci, 74
miento</w>, 80
tal</w>, 387
mar</w>, 33
oc, 54
é, 194
ano,</w>, 43
bes, 49
ros</w>, 37
ciudad</w>, 51
bo, 52
opinión</w>, 40
enas</w>, 16
oro,</w>, 44
ladr, 20
ones,</w>, 74
diré</w>, 28
mujeres</w>, 30
ram, 12
eras,</w>, 15
po</w>, 26
Mon, 10
do, 54
ñ, 78
edo,</w>, 13
prest, 31
aida</w>, 2
Fl, 9
ora,</w>, 15
crédi, 4
to;</w>, 55
cru, 36
dio</w>, 282
entreg, 21
encantadores</w>, 41
hechicer, 8
Hom, 9
ero</w>, 164
ali, 56
so,</w>, 44
Vir, 16
gilio</w>, 12
ir, 118
capit, 23
anes</w>, 23
valer, 15
osos,</w>, 33
Ju, 25
lio</w>, 11
Cés, 10
sí</w>, 188
Com, 12
ent, 188
ari, 68
lu, 87
Alejand, 15
amores,</w>, 10
lengua</w>, 73
tos, 13
can, 84
topar, 11
Le, 27
bre, 25
hin, 19
cha</w>, 14
das.</w>, 22
tierras</w>, 8
añas,</w>, 17
casa</w>, 184
ca,</w>, 88
Del</w>, 14
acert, 40
are</w>, 58
desear</w>, 8
eri, 24
resolución,</w>, 44
procur, 66
nombrar</w>, 11
tocar</w>, 21
estas</w>, 256
historias</w>, 36
vuestra,</w>, 15
dicho,</w>, 156
cargo</w>, 40
ones;</w>, 12
voto</w>, 18
gas, 25
egos</w>, 9
libr, 73
», 212
ahora</w>, 253
tienen,</w>, 13
an.</w>, 80
l,</w>, 25
buscar</w>, 95
ote</w>, 37
s.</w>, 31
ese</w>, 323
ario</w>, 34
pond, 20
réis</w>, 15
puesto</w>, 286
clara</w>, 18
necesidad</w>, 43
aprovech, 40
importa</w>, 14
nada;</w>, 10
quizá</w>, 66
alguno</w>, 69
habrá</w>, 53
simpl, 10
cre, 119
simple</w>, 17
senci, 8
lla</w>, 73
ra;</w>, 10
sirva</w>, 14
cosa,</w>, 41
rá</w>, 27
largo</w>, 27
improviso</w>, 15
autoridad</w>, 14
averiguar</w>, 12
segui, 42
éndole</w>, 57
nada</w>, 107
ello.</w>, 12
Cuanto</w>, 19
cuenta,</w>, 21
ninguna</w>, 123
aquellas</w>, 96
falta,</w>, 10
vec, 4
contra</w>, 123
caballerías,</w>, 32
acordó</w>, 16
dijo</w>, 405
San</w>, 32
Basilio,</w>, 16
alcanzó</w>, 14
Ci, 12
disparates</w>, 27
puntu, 22
dades</w>, 27
ob, 54
serv, 6
astr, 12
og, 30
ía;</w>, 77
importancia</w>, 11
om, 80
tri, 43
cas,</w>, 37
confu, 26
argu, 9
mentos</w>, 8
sirve</w>, 14
retó, 8
ca;</w>, 16
predic, 14
ninguno,</w>, 12
mezcl, 25
hu, 101
vino,</w>, 23
género</w>, 45
mezcla</w>, 9
vest, 37
ir</w>, 197
ningún</w>, 60
cristiano</w>, 32
entendimiento.</w>, 11
arse</w>, 219
imitación</w>, 9
fuere</w>, 64
endo;</w>, 10
perfec, 11
ta,</w>, 83
mejor</w>, 268
escri, 59
mira</w>, 43
deshacer</w>, 10
men, 51
dig, 46
consejos</w>, 16
tura,</w>, 30
fábu, 11
poetas,</w>, 8
milagros</w>, 9
sant, 21
procurar</w>, 12
ana,</w>, 56
palabras</w>, 83
signi, 19
fic, 44
hon, 66
salga</w>, 14
oro</w>, 49
pint, 33
ando,</w>, 97
alcanz, 75
posible,</w>, 34
intención,</w>, 19
dando</w>, 103
entender</w>, 137
vuestros</w>, 41
concep, 8
intri, 13
escu, 77
recer, 11
los.</w>, 10
también</w>, 192
leyendo</w>, 12
mel, 34
có, 28
mueva</w>, 8
sueño</w>, 25
ente,</w>, 100
enfad, 15
grave</w>, 20
despreci, 11
deje</w>, 32
alab, 64
arla.</w>, 9
efecto,</w>, 34
llev, 187
puesta</w>, 57
derrib, 38
máquina</w>, 17
fun, 24
dada</w>, 20
caballeres, 8
aborreci, 12
muchos</w>, 169
más;</w>, 8
áse, 9
ades</w>, 21
poco.</w>, 12
estu, 18
escuchando</w>, 15
decía,</w>, 38
eron</w>, 175
razones</w>, 147
pu, 115
é</w>, 190
ellas</w>, 95
mismas</w>, 14
quise</w>, 22
go;</w>, 16
ás,</w>, 43
suav, 11
discreción</w>, 41
buena</w>, 331
ventura</w>, 83
mía</w>, 45
hallar</w>, 52
necesit, 9
consej, 23
ero,</w>, 123
alivio</w>, 11
tuyo</w>, 8
sin, 40
cera</w>, 8
vuel, 66
opini, 11
adores</w>, 56
campo</w>, 45
el,</w>, 30
cas, 184
valiente</w>, 45
caballero</w>, 379
contorn, 11
Yo</w>, 95
encarec, 10
erte</w>, 40
