Tipo, Frecuencia
para</w>, 1439
este</w>, 628
pueda</w>, 75
vend, 44
mand, 228
esta</w>, 656
ponga</w>, 30
principio</w>, 54
libro,</w>, 31
sin</w>, 1139
ella.</w>, 28
Y,</w>, 322
del, 112
lo</w>, 3696
con, 524
st, 234
e,</w>, 798
di</w>, 39
presente</w>, 28
V, 251
all, 195
ad, 634
ol, 268
veinte</w>, 51
días</w>, 183
mes</w>, 25
deci, 55
em, 253
bre</w>, 78
mil</w>, 183
se, 319
ci, 607
entos</w>, 90
cuatro</w>, 146
añ, 211
os.</w>, 563
ada.</w>, 75
O</w>, 38
DE</w>, 32
ste</w>, 117
cosa</w>, 381
digna</w>, 28
respon, 83
da</w>, 622
ori, 115
gin, 34
estim, 93
onio</w>, 16
haber</w>, 251
to,</w>, 184
fe, 51
e.</w>, 462
En</w>, 279
io</w>, 74
Mad, 29
re</w>, 47
Dios</w>, 365
ó, 293
lo, 75
gos</w>, 34
ni, 172
si, 348
dad</w>, 158
Al, 107
cal, 170
á,</w>, 70
primero</w>, 148
dici, 135
6, 11
4, 11
licenciado</w>, 30
Fr, 44
anci, 75
s, 701
ur, 188
cia</w>, 62
lan, 57
Y</w>, 635
Por</w>, 89
cuanto</w>, 216
parte</w>, 287
vos,</w>, 64
antes,</w>, 126
nos</w>, 533
fue</w>, 611
fech, 32
rel, 34
ación</w>, 230
hab, 253
í, 546
ades</w>, 49
os</w>, 1986
había</w>, 1007
tado</w>, 47
mucho</w>, 240
trabajo</w>, 56
era</w>, 1076
muy</w>, 530
ú, 177
provech, 32
oso,</w>, 95
pedi, 54
es</w>, 3046
supli, 41
cast, 11
semos</w>, 21
dar</w>, 419
cult, 7
ad</w>, 157
poder</w>, 93
impri, 36
mir, 271
vi, 689
leg, 47
tiempo</w>, 253
fu, 219
ésemos</w>, 27
servi, 124
dos,</w>, 96
o</w>, 2418
como</w>, 2237
nuestra</w>, 132
merced</w>, 678
ese;</w>, 39
hicieron</w>, 58
las</w>, 3697
dilig, 31
encias</w>, 76
má, 91
últi, 25
amente</w>, 169
sobre</w>, 450
impres, 39
ión</w>, 31
libros</w>, 104
dis, 107
pon, 168
acor, 38
dado</w>, 209
deb, 128
íamos</w>, 36
ar</w>, 1438
é, 436
dicha</w>, 22
raz, 26
ón;</w>, 49
ví, 34
bi, 243
en.</w>, 104
cual,</w>, 169
hacer</w>, 485
bien</w>, 864
merced,</w>, 187
amos</w>, 244
persona</w>, 94
vuestro</w>, 151
hubi, 75
ere,</w>, 56
otra</w>, 460
alguna,</w>, 62
pod, 157
áis</w>, 158
mir</w>, 20
des, 998
uso</w>, 35
hace</w>, 132
enci, 144
ón,</w>, 227
todos</w>, 703
estos</w>, 208
nuestros</w>, 67
rein, 83
lla,</w>, 87
espacio</w>, 48
diez</w>, 60
años,</w>, 48
corr, 68
cuent, 116
desde</w>, 163
día</w>, 223
ata</w>, 35
desta</w>, 221
dul, 20
a;</w>, 952
so</w>, 180
pena</w>, 83
personas</w>, 37
tener</w>, 258
mi, 316
ere</w>, 124
ven, 265
di, 789
hici, 72
mesmo</w>, 199
caso</w>, 89
pier, 36
con</w>, 4052
mol, 89
des</w>, 106
apar, 55
ejos</w>, 30
dell, 67
más,</w>, 169
cur, 155
cin, 104
cuenta</w>, 187
vez</w>, 159
contr, 90
ario</w>, 82
er, 871
La</w>, 142
sea</w>, 224
acu, 65
sar, 23
a,</w>, 2097
ju, 137
ez</w>, 62
sent, 182
ar, 1002
Con</w>, 112
tanto</w>, 353
todas</w>, 342
veces</w>, 151
ére, 39
dur, 36
ante</w>, 202
dich, 78
tra, 227
ig, 57
junt, 103
él</w>, 1034
visto,</w>, 39
va</w>, 242
ru, 220
bri, 41
ado</w>, 1394
pl, 232
ana</w>, 103
firm, 57
fin</w>, 129
Es, 39
cri, 159
en,</w>, 210
saber</w>, 204
si</w>, 1785
está</w>, 416
conforme</w>, 25
úbli, 29
for, 70
ma</w>, 184
cómo</w>, 186
corre, 42
tor</w>, 39
nombr, 74
ado,</w>, 578
vio</w>, 233
corri, 86
ó</w>, 1466
al,</w>, 92
él,</w>, 179
quedan</w>, 25
as</w>, 1754
err, 203
ap, 221
unt, 33
adas,</w>, 101
así</w>, 484
fuer, 75
vol, 76
me</w>, 2665
ni</w>, 1350
primer</w>, 43
dél,</w>, 38
entre, 152
gue</w>, 54
más</w>, 1837
solo</w>, 70
autor, 40
cuya</w>, 82
costa</w>, 29
otro</w>, 412
alguno,</w>, 39
ef, 30
eto</w>, 111
reci, 113
ón</w>, 316
hasta</w>, 377
esté</w>, 46
reg, 50
ido</w>, 166
y,</w>, 1313
estando</w>, 70
hecho,</w>, 53
manera,</w>, 60
ego,</w>, 87
suc, 10
esi, 51
prob, 55
ación,</w>, 63
as,</w>, 1300
caer</w>, 46
r</w>, 188
penas</w>, 14
teni, 30
das</w>, 201
leyes</w>, 33
cas</w>, 57
destos</w>, 56
otras</w>, 261
cual, 11
es, 569
quier</w>, 2
justici, 30
dellos,</w>, 29
guard, 45
cum, 42
ella</w>, 461
ten, 285
ido.</w>, 38
echa</w>, 25
seis</w>, 72
señor, 159
mez, 20
qu, 202
et, 195
É, 77
és</w>, 123
i, 779
br, 203
Ben, 22
alc, 65
z, 311
es,</w>, 903
viz, 31
eb, 44
oc, 97
señor</w>, 732
llas</w>, 57
pi, 431
gui, 96
llos</w>, 37
buen</w>, 439
acogi, 22
miento</w>, 161
honra</w>, 63
Vuestra</w>, 27
Excel, 22
encia</w>, 223
toda</w>, 304
suerte</w>, 102
libros,</w>, 29
prínci, 47
pe</w>, 49
tan</w>, 1269
inclin, 32
favor, 61
ecer</w>, 46
buenas</w>, 75
art, 77
may, 43
mente</w>, 51
nob, 30
l, 730
eza</w>, 196
ab, 300
servicio</w>, 22
gran, 60
j, 424
ías</w>, 66
vul, 24
go,</w>, 115
determinado</w>, 25
sacar</w>, 53
luz</w>, 61
In, 47
gen, 19
abri, 102
go</w>, 273
clar, 81
ísimo</w>, 79
nombre</w>, 132
encia,</w>, 121
qui, 324
ac, 371
amiento</w>, 69
tanta</w>, 143
grande, 49
za,</w>, 83
ba</w>, 105
agrad, 48
abl, 56
emente</w>, 35
pr, 195
ot, 214
ción,</w>, 57
sombr, 17
aunque</w>, 511
desnu, 58
do</w>, 688
aquel</w>, 478
preci, 55
orn, 36
amento</w>, 42
ancia</w>, 68
dición</w>, 25
suelen</w>, 58
andar</w>, 62
vesti, 54
obras</w>, 40
cas, 352
hombres</w>, 76
sab, 335
ose</w>, 58
parecer</w>, 114
segu, 77
juicio</w>, 45
algunos</w>, 112
contin, 35
éndose</w>, 68
lí, 61
mit, 73
ignor, 58
ancia,</w>, 43
den, 95
rigor</w>, 23
menos</w>, 198
jus, 22
ticia</w>, 22
trabajos</w>, 24
ajen, 37
os;</w>, 343
iendo</w>, 128
ojos</w>, 215
prud, 54
mi</w>, 1685
deseo,</w>, 25
ío</w>, 70
deñ, 22
ará</w>, 154
cort, 104
edad</w>, 127
humil, 48
cio.</w>, 32
ra.</w>, 23
Ó, 5
Des, 41
ocup, 25
tor, 134
jur, 115
rás</w>, 40
creer</w>, 57
quisiera</w>, 64
hijo</w>, 72
entendimiento,</w>, 26
fuera</w>, 262
hermos, 113
gallar, 47
discreto</w>, 40
pudiera</w>, 79
imagin, 161
se.</w>, 53
Pero</w>, 162
po, 199
dido</w>, 72
yo</w>, 1782
venir</w>, 102
orden</w>, 92
natural, 39
ez, 173
eng, 80
end, 209
semej, 57
ante.</w>, 71
así,</w>, 405
¿qué</w>, 126
podrá</w>, 73
endr, 26
mal</w>, 410
cul, 40
ingenio</w>, 29
mío,</w>, 102
sino</w>, 687
historia</w>, 151
co,</w>, 94
av, 130
ell, 167
antoj, 30
adi, 114
zo</w>, 42
lleno</w>, 53
pensamientos</w>, 54
arios</w>, 30
nunca</w>, 133
ados</w>, 452
quien</w>, 606
una</w>, 1331
ár, 114
cel, 151
donde</w>, 616
comodidad</w>, 24
asi, 134
ento</w>, 142
todo</w>, 965
triste</w>, 38
ruido</w>, 35
aci, 146
ón, 82
?</w>, 260
sosi, 35
lugar</w>, 266
apaci, 26
bl, 132
amen, 10
idad</w>, 61
camp, 39
ser, 192
ciel, 51
murmur, 24
entes,</w>, 79
tud</w>, 31
espíri, 29
tu</w>, 338
son</w>, 459
grande</w>, 163
mu, 321
sas</w>, 35
les</w>, 543
muestr, 33
of, 94
rez, 40
can</w>, 29
part, 59
mundo</w>, 137
col, 222
maravi, 36
lla</w>, 115
content, 102
o.</w>, 1109
cont, 213
ece</w>, 36
padre</w>, 165
graci, 84
amor</w>, 89
pone</w>, 38
vea</w>, 52
sus</w>, 1047
falt, 77
juz, 42
ga</w>, 165
discre, 88
ones</w>, 181
zas</w>, 39
amigos</w>, 37
agu, 136
don, 108
air, 35
es.</w>, 321
yo,</w>, 140
parez, 29
padre,</w>, 75
soy</w>, 280
pad, 43
ras, 62
tro</w>, 39
quiero</w>, 227
ir, 233
ente</w>, 297
us, 154
cart, 30
casi</w>, 110
lágrimas</w>, 64
ojos,</w>, 59
otros</w>, 234
hac, 153
car, 358
ísi, 48
mo,</w>, 104
perdon, 34
fal, 162
tas</w>, 120
es;</w>, 210
eres</w>, 85
pari, 42
amigo,</w>, 89
tienes</w>, 44
alma</w>, 96
cuerpo</w>, 78
libre</w>, 47
alb, 48
ed, 252
rí, 66
pint, 63
estás</w>, 25
casa,</w>, 103
della,</w>, 40
rey</w>, 117
cab, 260
sabes</w>, 31
dic, 116
debajo</w>, 75
mant, 79
to.</w>, 150
Todo</w>, 66
te</w>, 969
resp, 66
to</w>, 500
oblig, 75
puedes</w>, 29
decir</w>, 461
aquello</w>, 96
pareci, 70
temor</w>, 54
premi, 36
dij, 135
Sólo</w>, 22
ela</w>, 109
da,</w>, 195
ato</w>, 67
pró, 23
mer, 109
abi, 124
lidad</w>, 32
cat, 78
acostumbr, 30
son, 109
gr, 141
am, 503
ogi, 15
Porque</w>, 44
sé</w>, 365
tó</w>, 94
algún</w>, 281
la,</w>, 96
ninguno</w>, 73
tuve</w>, 29
mayor</w>, 117
vas</w>, 49
ley, 60
Mu, 35
chas</w>, 26
tom, 203
é</w>, 365
plu, 29
escribi, 71
ll, 405
muchas</w>, 223
dej, 304
é,</w>, 108
suspens, 34
delante,</w>, 27
ej, 223
co, 186
bu, 66
ete</w>, 41
mano</w>, 214
mej, 48
ill, 43
pens, 182
ando</w>, 726
dir, 26
ía,</w>, 404
entró</w>, 63
hora</w>, 132
amigo</w>, 144
entendi, 73
do,</w>, 431
éndome</w>, 33
ati, 132
vo,</w>, 42
preguntó</w>, 62
caus, 59
encubri, 26
éndos, 24
dije</w>, 49
pensaba</w>, 57
tenía</w>, 311
quería</w>, 72
hacer, 59
le,</w>, 133
hazañas</w>, 46
caballer, 166
-P, 83
¿cómo</w>, 25
queréis</w>, 28
vos</w>, 180
tenga</w>, 79
confu, 70
qué</w>, 563
dirá</w>, 26
antigu, 62
ador</w>, 137
llaman</w>, 72
cuando</w>, 666
cabo</w>, 89
tantos</w>, 86
años</w>, 82
duer, 27
mo</w>, 106
silencio</w>, 39
olvi, 77
sal, 325
ahora,</w>, 44
mis</w>, 385
cu, 354
enda</w>, 47
aj, 247
ena</w>, 58
invenci, 40
men, 118
ada</w>, 745
esti, 74
lo,</w>, 110
pobre</w>, 73
conc, 33
etos</w>, 23
falta</w>, 66
doc, 46
tr, 435
aciones</w>, 55
már, 27
veo</w>, 44
están</w>, 110
sean</w>, 64
ul, 67
osos</w>, 133
prof, 45
llen, 72
rist, 31
eles,</w>, 29
lat, 35
fil, 25
admir, 154
entes</w>, 153
tienen</w>, 135
leí, 24
tos</w>, 152
es?</w>, 57
¡, 274
Pues</w>, 59
Di, 181
vin, 81
tur, 121
a!</w>, 133
No</w>, 203
rán</w>, 64
unos</w>, 135
sant, 31
Tom, 42
Iglesi, 25
guar, 123
dando</w>, 111
esto</w>, 574
han</w>, 351
enamorado</w>, 38
estr, 132
ído</w>, 34
hacen</w>, 67
cristiano,</w>, 28
contento</w>, 75
regal, 55
oí, 111
De</w>, 151
porque</w>, 1200
tengo</w>, 347
g, 681
fin,</w>, 98
principi, 24
todos,</w>, 63
letras</w>, 38
comenz, 65
eles</w>, 41
acab, 198
X, 86
Z, 38
x, 50
is,</w>, 31
mal, 301
uno</w>, 307
pin, 64
otr, 112
ambién</w>, 34
cuy, 10
duqu, 47
des,</w>, 57
bis, 31
damas</w>, 22
poet, 49
ér, 152
aun, 20
diese</w>, 82
dos</w>, 895
ofici, 24
ales</w>, 99
amig, 59
dar, 157
ían,</w>, 79
tal, 96
igual, 50
asen</w>, 124
aquellos</w>, 155
Españ, 37
mío</w>, 50
pros, 44
egu, 51
-,</w>, 138
determin, 77
que, 74
sepul, 57
chi, 49
cielo</w>, 153
par, 300
adorn, 28
tantas</w>, 101
cosas</w>, 293
an;</w>, 60
cap, 78
az</w>, 59
remedi, 76
las,</w>, 68
su, 217
fici, 69
pocas</w>, 24
letr, 61
natur, 33
almente</w>, 36
pol, 47
per, 445
and, 359
arme</w>, 136
buscando</w>, 41
dig, 133
aquí</w>, 395
nac, 48
suspen, 32
sión</w>, 67
ev, 77
amiento,</w>, 22
hall, 228
ast, 75
bastant, 36
causa</w>, 109
ponerme</w>, 24
mí</w>, 407
habéis</w>, 110
do.</w>, 149
Oyendo</w>, 28
ándose</w>, 167
pal, 138
fr, 218
dispar, 29
ris, 54
dijo:</w>, 457
-Por</w>, 72
Dios,</w>, 117
hermano,</w>, 36
agora</w>, 98
desengañ, 31
engañ, 109
estado</w>, 76
conoz, 26
siempre</w>, 137
tenido</w>, 60
vuestras</w>, 81
ones.</w>, 36
lejos</w>, 45
tierra.</w>, 33
¿, 362
Cómo</w>, 16
posible</w>, 81
poco</w>, 322
mom, 39
fáci, 40
pued, 46
fuerzas</w>, 38
sus, 18
sor, 22
tar</w>, 130
mad, 59
vuest, 30
ro,</w>, 75
hecho</w>, 189
rom, 106
er</w>, 288
trop, 36
dificult, 37
fe,</w>, 27
habi, 74
li, 403
dad,</w>, 63
sobr, 69
pen, 93
discur, 48
Qu, 52
éis</w>, 207
ver</w>, 406
verdad</w>, 280
go, 64
adme</w>, 26
có, 44
cerr, 80
conf, 20
remedio</w>, 50
decís</w>, 23
pend, 59
obar, 29
dan</w>, 58
dejar</w>, 109
famoso</w>, 86
esp, 242
ejo</w>, 32
caballería</w>, 62
-D, 101
eci, 260
rep, 87
oyendo</w>, 33
decí, 61
-:</w>, 42
modo</w>, 158
duci, 23
cl, 60
ari, 163
ca, 260
Lo</w>, 68
person, 43
grav, 50
ítu, 34
puede</w>, 267
los,</w>, 33
después</w>, 172
au, 133
poner</w>, 141
quisi, 99
hij, 93
ándo, 30
Pr, 12
ra, 67
hay</w>, 446
noticia</w>, 52
fueron</w>, 131
famosos</w>, 25
as;</w>, 275
hay, 43
sido</w>, 157
ped, 75
bachill, 46
ás</w>, 123
muer, 26
verdad,</w>, 103
dé</w>, 83
porque,</w>, 133
ya</w>, 762
aver, 7
ü, 33
mentir, 72
», 241
sac, 201
pusi, 44
vuestra</w>, 792
historia,</w>, 52
hacer,</w>, 47
manera</w>, 227
venga</w>, 45
pel, 69
algunas</w>, 82
sep, 30
memoria,</w>, 26
menos,</w>, 120
busc, 27
e;</w>, 304
será</w>, 207
trat, 131
libertad</w>, 47
cauti, 55
o:</w>, 224
on</w>, 94
ben, 36
to, 242
libert, 43
luego,</w>, 61
Si</w>, 109
muerte,</w>, 38
acudir</w>, 29
luego</w>, 282
ida</w>, 78
mor, 151
pul, 41
pe, 127
um, 86
tab, 30
ern, 155
amistad</w>, 28
enemi, 32
entr, 219
aros</w>, 41
punto</w>, 150
tura</w>, 78
tant, 73
curi, 41
osi, 43
palabr, 67
mismo</w>, 146
os:</w>, 63
tem, 98
vo, 30
cos</w>, 95
malos</w>, 36
pensamientos,</w>, 28
acudi, 19
eli, 70
cogi, 37
inst, 10
ahí</w>, 43
dará</w>, 31
dí, 131
sti, 111
feli, 31
nu, 64
ami, 87
cos,</w>, 40
por, 115
sol, 235
tales</w>, 140
tend, 63
siquiera</w>, 24
áti, 17
poca</w>, 53
provecho</w>, 40
oy, 99
toca</w>, 39
manera:</w>, 30
gigante</w>, 30
ías,</w>, 33
sólo</w>, 176
esto,</w>, 374
tar, 198
á</w>, 118
nada,</w>, 45
pues</w>, 411
pastor</w>, 46
avi, 62
mat, 113
gran</w>, 321
val, 102
Ter, 15
según</w>, 162
ítulo</w>, 11
ras</w>, 88
mostr, 111
hombre</w>, 203
human, 45
af, 95
ed</w>, 88
famosa</w>, 22
poni, 34
endo:</w>, 3
ajo</w>, 14
naci, 92
tal</w>, 412
mar</w>, 33
ano,</w>, 70
bes, 49
ros</w>, 60
ciudad</w>, 51
bo, 74
opinión</w>, 40
oro,</w>, 44
ladr, 37
ones,</w>, 89
diré</w>, 28
mujeres</w>, 30
eras,</w>, 25
po</w>, 26
do, 66
ñ, 147
edo,</w>, 13
prest, 31
aida</w>, 2
ora,</w>, 15
crédi, 32
to;</w>, 82
cru, 98
dio</w>, 282
encantadores</w>, 41
hech, 99
om, 219
ero</w>, 297
ali, 104
so,</w>, 81
lio</w>, 23
capit, 58
anes</w>, 43
valer, 25
osos,</w>, 33
Ju, 25
és, 58
sí</w>, 198
ent, 491
amor, 92
lengua</w>, 73
can, 123
Le, 45
bre, 77
ch, 281
das.</w>, 22
tierr, 33
añas,</w>, 30
casa</w>, 184
ca,</w>, 141
acert, 78
are</w>, 58
dese, 186
eri, 24
resolución,</w>, 44
procur, 89
toc, 75
estas</w>, 256
historias</w>, 36
dicho,</w>, 156
cargo</w>, 40
oto</w>, 44
gas, 25
libr, 73
ahora</w>, 253
tien, 77
an.</w>, 80
l,</w>, 25
buscar</w>, 95
ote</w>, 62
s.</w>, 43
ese</w>, 388
pond, 46
necesidad</w>, 43
aprovech, 40
impor, 27
ada;</w>, 58
quizá</w>, 66
alguno</w>, 69
habrá</w>, 53
sim, 44
cre, 187
simp, 31
sir, 99
cosa,</w>, 41
rá</w>, 63
largo</w>, 27
im, 189
provi, 30
tori, 48
averigu, 41
segui, 52
éndole</w>, 107
nada</w>, 107
anto</w>, 49
ninguna</w>, 123
aquellas</w>, 96
ta,</w>, 108
vec, 26
contra</w>, 123
caballerías,</w>, 32
acord, 38
dijo</w>, 405
San</w>, 32
Basili, 26
alcanz, 89
Ci, 12
disparates</w>, 27
puntu, 33
dades</w>, 36
ob, 114
serv, 24
og, 30
ía;</w>, 88
import, 53
tri, 102
cas,</w>, 37
ment, 120
ret, 81
ning, 45
uno,</w>, 57
mezcl, 25
hu, 188
vino,</w>, 23
género</w>, 45
vest, 46
ir</w>, 246
ningún</w>, 60
cristiano</w>, 32
miento.</w>, 33
arse</w>, 295
imit, 39
fuere</w>, 64
perf, 25
mejor</w>, 268
escri, 91
mira</w>, 43
consej, 51
tura,</w>, 30
milagr, 46
ana,</w>, 67
palabras</w>, 83
signi, 27
fic, 44
hon, 123
salg, 30
oro</w>, 61
ando,</w>, 106
posible,</w>, 34
inten, 22
entender</w>, 137
vuestros</w>, 41
cep, 32
escu, 112
también</w>, 192
yendo</w>, 49
mel, 62
eva</w>, 13
sueño</w>, 25
ente,</w>, 122
enf, 23
deje</w>, 32
alab, 89
arl, 48
efecto,</w>, 34
llev, 283
puesta</w>, 57
derrib, 38
ina</w>, 66
fun, 24
dad, 164
abor, 23
muchos</w>, 169
más, 29
co.</w>, 35
estu, 18
escuch, 115
decía,</w>, 38
eron</w>, 304
razones</w>, 147
pu, 322
ellas</w>, 108
mis, 78
mas</w>, 183
quise</w>, 22
ás,</w>, 52
suav, 22
discreción</w>, 41
buena</w>, 331
ventura</w>, 93
mía</w>, 45
hallar</w>, 52
neces, 79
ero,</w>, 178
sin, 51
vuel, 95
opin, 12
adores</w>, 79
campo</w>, 45
el,</w>, 63
valiente</w>, 45
caballero</w>, 379
Yo</w>, 95
encar, 36
erte</w>, 40
hago</w>, 57
conocer</w>, 41
honr, 114
caballero,</w>, 146
pero</w>, 592
conoci, 112
Sancho</w>, 960
Panza,</w>, 131
escudero,</w>, 78
parecer,</w>, 86
adas</w>, 318
gracias</w>, 56
escuder, 70
anos</w>, 33
caballerías</w>, 32
salud, 24
de.</w>, 31
AN, 33
anda</w>, 70
lleg, 184
arte</w>, 65
e-,</w>, 46
-</w>, 102
-.</w>, 54
Mas</w>, 49
pan</w>, 63
manos</w>, 148
o-,</w>, 130
verás</w>, 27
aun</w>, 245
a-,</w>, 131
mostrar</w>, 22
o-.</w>, 22
árbol, 45
arri, 101
sombra</w>, 26
estre, 51
real</w>, 30
pes</w>, 42
fru, 27
fl, 106
nuevo</w>, 86
ro</w>, 139
llega</w>, 22
a-</w>, 48
anch, 64
vent, 123
oci, 58
osas</w>, 74
tras, 84
torn, 42
dam, 57
armas,</w>, 54
caball, 30
prov, 1
furi, 36
temp, 37
enamor, 84
fuerza</w>, 101
Dulcinea</w>, 169
Tob, 21
hi, 117
gl, 37
estam, 25
figu, 46
punt, 43
envi, 103
ción</w>, 121
ante,</w>, 89
'', 217
Qué</w>, 9
Á, 37
var, 74
Lu, 24
Car, 37
pa, 37
quej, 69
!, 42
''</w>, 32
sali, 78
eses</w>, 32
neg, 100
hablar</w>, 82
aleg, 60
ues</w>, 4
endo</w>, 321
enti, 71
ende</w>, 26
ara</w>, 218
conmigo</w>, 53
?, 40
met, 43
pasar</w>, 102
Que</w>, 70
-;</w>, 45
tú</w>, 186
qué, 30
ce, 98
cobr, 38
a-;</w>, 27
nec, 31
Ad, 36
siendo</w>, 97
vid, 120
tomar</w>, 103
pied, 47
tir, 64
jui, 29
vaya</w>, 30
pies</w>, 109
o-;</w>, 26
be</w>, 67
ont, 59
Í, 14
aste</w>, 34
llor, 63
osa</w>, 207
vida</w>, 173
aus, 84
rib, 28
az, 223
eñ, 58
re,</w>, 67
alegre</w>, 29
peniten, 28
da;</w>, 36
tú,</w>, 49
be, 38
abund, 37
alz, 61
ánd, 37
año</w>, 49
tierra</w>, 134
comi, 108
seguro</w>, 33
amente,</w>, 55
tanto,</w>, 59
cuar, 35
fer, 70
allos</w>, 24
agui, 25
claro</w>, 36
ren, 49
vali, 53
patri, 30
primer, 88
sabio</w>, 42
Rom, 22
í,</w>, 69
oll, 25
hice</w>, 30
andant, 48
fui</w>, 36
rog, 80
ante;</w>, 33
agravi, 51
cien</w>, 35
añas</w>, 60
ama</w>, 44
comedi, 84
gig, 63
duel, 22
cualquier</w>, 33
satis, 6
pos, 125
una,</w>, 77
dura</w>, 42
cuer, 81
ventura,</w>, 51
tus</w>, 136
pro, 171
ezas</w>, 51
¡oh</w>, 71
Quijote, 9
!</w>, 179
Ñ, 1
h,</w>, 30
quién</w>, 164
tuvi, 74
era,</w>, 166
hermosa</w>, 115
Dulcinea,</w>, 71
Mir, 74
ores</w>, 72
Toboso,</w>, 81
tro, 37
res</w>, 33
alde, 30
deseos</w>, 37
ara,</w>, 28
ventur, 58
alguna</w>, 266
pele, 39
tamente</w>, 29
Amadís</w>, 33
fuera,</w>, 34
trist, 62
goz, 46
gust, 62
esc, 44
Sal, 27
fam, 77
pas, 425
desgracia</w>, 37
alguna.</w>, 28
Ya</w>, 42
oz, 71
na</w>, 29
andante</w>, 120
ejerci, 45
soberbi, 24
int, 86
ho, 41
En, 76
jumento</w>, 29
nombre,</w>, 34
alforj, 35
invi, 42
encia.</w>, 37
vez,</w>, 27
Sancho, 21
!,</w>, 92
hombre,</w>, 37
español, 27
coron, 45
rever, 23
oy</w>, 18
Quij, 16
vivir</w>, 35
áci, 13
razón</w>, 123
retir, 35
divi, 24
Rocinante</w>, 71
Rocinante,</w>, 105
o-</w>, 41
pec, 82
Par, 47
ejas</w>, 29
í</w>, 194
mas,</w>, 47
ña</w>, 22
ceb, 41
cuando,</w>, 45
hur, 25
tam, 81
has</w>, 147
par</w>, 80
pudi, 122
eras</w>, 105
ser</w>, 999
entre</w>, 365
haberle</w>, 31
hallar, 36
venced, 28
or,</w>, 134
jamás</w>, 121
venci, 81
soy,</w>, 32
An, 51
lic, 110
vi</w>, 48
rem, 30
ofreci, 66
valor</w>, 75
puedo</w>, 90
debe</w>, 180
perdi, 38
ses, 24
moro</w>, 30
hoy</w>, 67
llama</w>, 47
suces, 24
espada</w>, 51
mía,</w>, 83
bo</w>, 46
cortes, 74
alta</w>, 51
