Tipo, Frecuencia
rein, 52
casti, 78
lla</w>, 209
espacio</w>, 72
diez</w>, 68
corr, 55
an</w>, 679
cuent, 42
desde</w>, 169
día</w>, 350
ata</w>, 73
desta</w>, 234
so</w>, 198
pena</w>, 109
personas</w>, 49
tener</w>, 272
di, 758
hici, 80
mesmo</w>, 235
caso</w>, 130
pier, 36
con</w>, 4202
mol, 58
des</w>, 114
apar, 89
ejos</w>, 22
della</w>, 105
más</w>, 2069
cur, 89
cin, 111
cuenta</w>, 230
vez</w>, 193
contrario</w>, 40
sea</w>, 285
ter, 203
acu, 96
are</w>, 67
ju, 178
ez</w>, 77
sent, 225
tanto</w>, 428
todas</w>, 374
veces</w>, 207
redes</w>, 47
dur, 81
ante</w>, 276
dich, 42
tra, 350
ig, 47
junt, 62
él</w>, 1276
va</w>, 300
ru, 237
bri, 94
cado</w>, 77
pl, 242
fir, 65
mado</w>, 59
fin</w>, 234
saber</w>, 247
si</w>, 1968
está</w>, 440
for, 111
me</w>, 2825
pú, 61
bli, 54
ma</w>, 336
cómo</w>, 275
corre, 45
tor</w>, 45
nombr, 44
ado</w>, 1458
mandado</w>, 32
vio</w>, 259
corri, 89
ó</w>, 1353
qued, 242
ap, 147
unt, 27
adas</w>, 483
así</w>, 1065
fuer, 26
tase</w>, 27
vol, 149
u, 454
or</w>, 315
ni</w>, 1376
primer</w>, 43
entre, 176
gue</w>, 64
solo</w>, 100
autor</w>, 84
cuya</w>, 82
costa</w>, 34
otro</w>, 520
alguno</w>, 142
efeto</w>, 47
ción</w>, 181
hasta</w>, 386
esté</w>, 47
reg, 54
ido</w>, 242
estando</w>, 93
hecho</w>, 281
manera</w>, 335
suc, 1
esi, 23
prob, 48
caer</w>, 57
ri, 511
r</w>, 194
penas</w>, 16
teni, 82
das</w>, 324
leyes</w>, 40
cas</w>, 172
destos</w>, 57
otras</w>, 288
cual, 7
es, 525
quier</w>, 2
justi, 3
cias</w>, 55
dellos</w>, 97
guar, 146
cum, 47
tenido</w>, 79
seis</w>, 77
tiem, 5
am, 314
ez, 68
que, 74
duque</w>, 201
b, 650
j, 465
ar</w>, 1372
qu, 153
és</w>, 129
br, 163
ale, 39
ben, 37
alc, 53
zar</w>, 50
añ, 114
ares</w>, 37
viz, 4
pueb, 6
er</w>, 261
llas</w>, 136
ca, 370
pi, 490
curi, 49
bur, 47
gui, 135
llos</w>, 75
buen</w>, 442
aco, 90
miento</w>, 244
honra</w>, 93
vuestra</w>, 852
excelencia</w>, 30
toda</w>, 320
suerte</w>, 141
prínci, 16
pe</w>, 64
tan</w>, 1344
inclin, 33
favor, 59
ecer</w>, 63
buenas</w>, 93
ar, 741
mayor, 9
mente</w>, 74
leza</w>, 31
ab, 315
servicio</w>, 30
gran, 48
erías</w>, 32
vu, 63
go</w>, 388
he</w>, 537
determinado</w>, 30
sacar</w>, 53
luz</w>, 70
abri, 111
clar, 43
ísimo</w>, 101
nombre</w>, 179
quien</w>, 618
ac, 441
amiento</w>, 100
debo</w>, 29
tanta</w>, 150
grandeza</w>, 64
suplico</w>, 29
reci, 147
ba</w>, 124
agrad, 70
pro, 363
ec, 186
sombra</w>, 33
aunque</w>, 531
desnudo</w>, 27
aquel</w>, 487
preci, 36
or, 300
n, 378
amento</w>, 49
el, 216
e, 646
gan, 121
er, 566
dición</w>, 27
suelen</w>, 59
andar</w>, 67
vesti, 51
obras</w>, 61
pon, 179
casas</w>, 29
hombres</w>, 104
sab, 290
parecer</w>, 203
segu, 92
r, 948
juicio</w>, 105
algunos</w>, 121
conti, 33
ni, 238
éndose</w>, 69
lí, 50
ignor, 56
ancia</w>, 103
den, 81
rig, 28
menos</w>, 347
justicia</w>, 50
trabajos</w>, 36
aj, 152
en, 625
poni, 54
endo</w>, 368
ojos</w>, 314
pru, 55
dencia</w>, 59
mi</w>, 1706
deseo</w>, 159
ío</w>, 117
de, 529
ñ, 207
ará</w>, 155
cort, 58
edad</w>, 171
humil, 48
pr, 245
ocup, 32
jur, 99
rás</w>, 47
creer</w>, 68
quisiera</w>, 88
hijo</w>, 100
entendimiento</w>, 81
fuera</w>, 306
herm, 67
gallar, 47
do</w>, 730
discreto</w>, 73
pudiera</w>, 89
imagin, 121
arse</w>, 413
pero</w>, 1037
po, 317
dido</w>, 147
contra, 29
venir</w>, 126
orden</w>, 95
naturaleza</w>, 33
eng, 70
end, 195
semejante</w>, 27
qué</w>, 858
podrá</w>, 75
est, 473
mal</w>, 459
ingenio</w>, 45
mío</w>, 187
sino</w>, 694
historia</w>, 249
av, 136
ellan, 11
anto, 48
adi, 113
zo</w>, 71
lleno</w>, 55
pensamientos</w>, 102
arios</w>, 45
nunca</w>, 153
ados</w>, 588
una</w>, 1342
ár, 189
donde</w>, 674
comodidad</w>, 30
asi, 175
ento</w>, 172
todo</w>, 1179
triste</w>, 107
ruido</w>, 50
habi, 82
sosiego</w>, 31
lugar</w>, 345
aci, 132
ble</w>, 77
amen, 44
idad</w>, 55
cam, 76
pos</w>, 50
ser, 155
elos</w>, 42
entes</w>, 188
qui, 451
tud</w>, 37
espíri, 29
tu</w>, 360
son</w>, 485
grande</w>, 196
mu, 326
sas</w>, 96
les</w>, 616
muest, 24
cun, 5
ofre, 39
z, 328
can</w>, 45
par, 376
tos</w>, 328
mundo</w>, 389
col, 171
maravi, 49
contento</w>, 121
acont, 48
ece</w>, 44
padre</w>, 257
gracia</w>, 31
amor</w>, 126
vea</w>, 61
sus</w>, 1049
fal, 233
tas</w>, 290
juz, 68
ga</w>, 303
discre, 58
ciones</w>, 51
lin, 57
zas</w>, 129
amigos</w>, 66
agu, 69
don, 91
aires</w>, 28
soy</w>, 336
pad, 31
ras, 102
tro</w>, 35
quiero</w>, 258
rme</w>, 63
ente</w>, 339
car, 398
te</w>, 1233
casi</w>, 115
lágrimas</w>, 98
otros</w>, 266
hacen</w>, 76
perdon, 32
es</w>, 3046
eres</w>, 123
pari, 43
amigo</w>, 251
tienes</w>, 59
alma</w>, 152
cuerpo</w>, 148
libre</w>, 58
ed, 167
río</w>, 30
pin, 133
estás</w>, 34
casa</w>, 333
cab, 221
alas</w>, 32
sabes</w>, 48
dice</w>, 227
debajo</w>, 76
ma, 271
resp, 37
ecto</w>, 8
oblig, 64
puedes</w>, 32
decir</w>, 581
aquello</w>, 105
pareci, 61
temor</w>, 62
premi, 36
dij, 106
sólo</w>, 198
desnu, 33
na, 29
mer, 134
abi, 81
lidad</w>, 37
cat, 39
acostumbr, 30
son, 70
gr, 122
ponerse</w>, 36
porque</w>, 1395
sé</w>, 391
tó</w>, 137
algún</w>, 283
erla</w>, 52
ninguno</w>, 99
tuve</w>, 36
mayor</w>, 132
vas</w>, 88
ley, 68
muchas</w>, 242
tom, 183
é</w>, 370
plu, 34
escribi, 37
dej, 317
ría</w>, 148
suspenso</w>, 30
delante</w>, 124
eja</w>, 33
bu, 138
ete</w>, 58
mano</w>, 331
mej, 31
pen, 108
sando</w>, 33
entró</w>, 72
hora</w>, 125
graci, 44
entendi, 55
éndome</w>, 34
ativo</w>, 21
preguntó</w>, 139
causa</w>, 124
encu, 86
éndo, 80
sela</w>, 50
dije</w>, 65
pensaba</w>, 69
tenía</w>, 383
quería</w>, 98
hacerle</w>, 30
hazañas</w>, 68
caballero</w>, 661
queréis</w>, 35
tenga</w>, 89
confuso</w>, 29
dirá</w>, 31
antigu, 31
ador</w>, 180
llaman</w>, 80
cuando</w>, 757
cabo</w>, 100
tantos</w>, 99
mo</w>, 196
silencio</w>, 75
olvi, 81
sal, 290
ahora</w>, 366
mis</w>, 390
cu, 414
estas</w>, 291
enda</w>, 73
ena</w>, 141
invenci, 40
men, 148
esti, 104
pobre</w>, 98
conce, 32
falta</w>, 79
doc, 26
tr, 250
ina</w>, 54
aciones</w>, 89
gen, 36
an, 462
ot, 41
veo</w>, 58
están</w>, 117
sean</w>, 83
osos</w>, 154
prof, 100
anos</w>, 58
llen, 50
ari, 123
st, 175
eles</w>, 83
so, 237
admir, 104
tienen</w>, 159
au, 219
tores</w>, 28
ocu, 27
pues</w>, 865
divi, 34
na</w>, 125
escri, 112
tura</w>, 111
rán</w>, 60
unos</w>, 138
san, 219
iglesia</w>, 36
dando</w>, 130
esto</w>, 933
han</w>, 349
enamorado</w>, 61
estr, 93
ído</w>, 47
cristiano</w>, 71
regal, 53
oí, 51
tengo</w>, 410
tar</w>, 231
ano, 35
letras</w>, 57
comenz, 65
ando</w>, 718
acab, 167
x, 88
of, 54
on, 316
is</w>, 61
mal, 259
uno</w>, 370
también</w>, 234
yos</w>, 46
duques</w>, 41
eses</w>, 50
bi, 334
damas</w>, 34
poetas</w>, 29
cel, 58
ér, 171
mos</w>, 166
diese</w>, 126
fici, 32
ales</w>, 177
dar, 157
ían</w>, 410
tales</w>, 162
igual, 35
asen</w>, 159
aquellos</w>, 158
españa</w>, 72
í</w>, 222
deter, 5
sepul, 24
chi, 78
cielo</w>, 251
adorn, 27
tantas</w>, 110
cosas</w>, 347
hallo</w>, 30
cap, 67
az</w>, 66
remedi, 45
su, 439
ciencia</w>, 23
natur, 24
almente</w>, 39
per, 488
and, 246
arme</w>, 160
buscando</w>, 44
dig, 110
ellos</w>, 306
aquí</w>, 515
nac, 48
suspen, 34
sión</w>, 86
hall, 221
bast, 43
erme</w>, 132
mí</w>, 504
habéis</w>, 111
oído</w>, 129
oyendo</w>, 62
ándose</w>, 207
pal, 170
mada</w>, 41
fr, 179
dispar, 34
risa</w>, 54
dijo</w>, 1811
hermano</w>, 106
agora</w>, 149
engañ, 83
engaño</w>, 46
estado</w>, 106
conozco</w>, 38
siempre</w>, 150
dente</w>, 36
vuestras</w>, 86
lejos</w>, 55
serlo</w>, 36
tierra</w>, 273
posible</w>, 123
poco</w>, 380
momento</w>, 31
fáci, 13
pued, 15
fuerzas</w>, 50
sor, 27
mad, 68
ro</w>, 232
ro, 317
mp, 34
atr, 47
pel, 71
lar</w>, 40
dificul, 38
mayores</w>, 67
bra</w>, 43
eza</w>, 146
discurso</w>, 64
ver</w>, 450
verdad</w>, 431
digo</w>, 331
adme</w>, 28
éis</w>, 249
cerr, 77
conf, 20
undo</w>, 25
remedio</w>, 75
decís</w>, 51
bar, 228
dan</w>, 90
dejar</w>, 112
famoso</w>, 93
esp, 217
ejo</w>, 28
caballería</w>, 143
andante</w>, 198
repli, 24
decía</w>, 198
modo</w>, 176
pens, 128
duci, 30
cl, 109
confu, 43
person, 17
ajes</w>, 48
grav, 50
título</w>, 36
puede</w>, 285
hac, 139
después</w>, 196
poner</w>, 146
quisi, 78
hi, 157
ándo, 74
emperador</w>, 48
hay</w>, 471
noticia</w>, 64
fueron</w>, 149
famosos</w>, 29
ha, 111
y, 214
sido</w>, 164
ped, 84
bachill, 2
ás</w>, 143
dé</w>, 91
ya</w>, 861
aver, 9
ü, 29
mentira</w>, 38
», 233
sac, 209
pusi, 74
venga</w>, 62
pelo</w>, 34
algunas</w>, 86
ati, 124
p, 618
memoria</w>, 127
bus, 95
calle</w>, 42
será</w>, 222
trat, 88
libertad</w>, 80
cauti, 44
io</w>, 87
on</w>, 44
to, 449
libert, 11
luego</w>, 390
hor, 45
acio</w>, 33
muerte</w>, 149
acudir</w>, 31
ida</w>, 112
mor, 126
s</w>, 60
pul, 38
pe, 264
tab, 37
ernas</w>, 36
tur, 94
res</w>, 24
amistad</w>, 41
manda</w>, 37
enemigo</w>, 63
entr, 156
aros</w>, 39
punto</w>, 213
anti, 52
osidad</w>, 28
palabras</w>, 125
mismo</w>, 183
tem, 125
vo, 73
ligi, 49
imi, 28
cos</w>, 180
vest, 16
ros</w>, 106
malos</w>, 44
ex, 80
cogi, 47
ones</w>, 186
inst, 3
ahí</w>, 62
dará</w>, 34
dí, 70
sti, 143
feli, 65
x</w>, 40
nu, 64
ami, 106
por, 115
int, 49
lu, 193
ten, 316
dr, 61
án</w>, 261
siquiera</w>, 32
poca</w>, 54
provecho</w>, 59
hoy</w>, 76
toca</w>, 48
gigante</w>, 56
gol, 49
ías</w>, 94
tar, 216
nada</w>, 199
go, 204
pastor</w>, 58
avi, 89
gran</w>, 345
val, 128
según</w>, 164
reyes</w>, 38
capítulo</w>, 152
be</w>, 82
tras</w>, 87
mostr, 130
hombre</w>, 269
hu, 315
af, 91
ed</w>, 49
ajo</w>, 36
sos</w>, 51
fam, 45
osa</w>, 290
añas</w>, 55
naci, 51
tal</w>, 473
mar</w>, 98
bes, 53
ciudad</w>, 102
bo, 151
opinión</w>, 47
enas</w>, 29
oro</w>, 126
et, 44
adr, 24
diré</w>, 50
mujeres</w>, 53
ram, 32
eras</w>, 119
po</w>, 37
edo</w>, 16
prest, 17
aida</w>, 2
fl, 118
ora</w>, 99
crédito</w>, 32
cru, 75
dio</w>, 320
me, 163
encantadores</w>, 63
hech, 29
h, 264
om, 63
ero</w>, 441
vir, 58
lio</w>, 32
cir, 15
ce</w>, 238
capit, 21
anes</w>, 39
erosos</w>, 35
és, 37
sí</w>, 347
ent, 427
ej, 102
amores</w>, 45
lengua</w>, 102
bre, 113
hin, 39
cha</w>, 110
medi, 76
ras</w>, 256
acert, 81
dese, 89
teria</w>, 11
resolución</w>, 60
procur, 83
nombres</w>, 28
car</w>, 102
historias</w>, 50
cargo</w>, 49
voto</w>, 30
gas, 54
veng, 44
fácil</w>, 27
buscar</w>, 103
z</w>, 126
ese</w>, 487
ario</w>, 82
clara</w>, 44
necesidad</w>, 57
aprovech, 35
impor, 36
quizá</w>, 80
habrá</w>, 55
simp, 41
cre, 139
sir, 101
rá</w>, 104
largo</w>, 44
tori, 28
averigu, 38
segui, 37
éndole</w>, 118
ninguna</w>, 141
aquellas</w>, 96
contra</w>, 127
caballerías</w>, 79
dó</w>, 77
san</w>, 43
basilio</w>, 52
alcanz, 74
disparates</w>, 49
puntu, 33
ali, 92
dades</w>, 73
ob, 83
ol, 136
ía</w>, 669
import, 44
tri, 142
mentos</w>, 33
ve</w>, 95
ret, 27
rica</w>, 38
mez, 46
vino</w>, 156
género</w>, 48
ir</w>, 282
ningún</w>, 61
mit, 47
fuere</w>, 72
mejor</w>, 293
mira</w>, 93
conse, 38
jos</w>, 41
ricos</w>, 32
milagr, 49
signi, 27
hon, 66
colo, 28
salg, 30
vo</w>, 155
tando</w>, 41
intención</w>, 106
entender</w>, 151
vuestros</w>, 42
escu, 190
mel, 38
có, 36
eva</w>, 11
sueño</w>, 48
mire</w>, 40
desp, 234
deje</w>, 32
alab, 92
arla</w>, 74
efecto</w>, 50
llev, 240
puesta</w>, 73
derrib, 37
má, 27
und, 16
caballer, 37
muchos</w>, 200
estu, 27
escuch, 106
eron</w>, 358
razones</w>, 205
pu, 306
ellas</w>, 138
mis, 45
mas</w>, 361
verás</w>, 31
discreción</w>, 55
buena</w>, 363
ventura</w>, 180
mía</w>, 165
hallar</w>, 58
necesi, 16
sin, 71
cera</w>, 38
vuel, 87
adores</w>, 133
campo</w>, 85
valiente</w>, 60
cont, 184
encar, 55
erte</w>, 47
hago</w>, 66
conocer</w>, 47
honr, 111
conoci, 94
sancho</w>, 2148
panza</w>, 329
escudero</w>, 242
gracias</w>, 70
escud, 21
eri, 34
salud</w>, 48
vale</w>, 38
ur, 42
lleg, 166
arte</w>, 86
pan</w>, 75
manos</w>, 265
bo</w>, 51
aun</w>, 259
encia</w>, 149
árbol</w>, 27
arri, 56
re</w>, 108
real</w>, 47
príncipes</w>, 31
fru, 27
eció</w>, 29
nuevo</w>, 113
lle, 106
che</w>, 46
aventu, 4
oci, 34
osas</w>, 123
tras, 75
torn, 41
armas</w>, 156
alle</w>, 87
furi, 37
fuerza</w>, 130
dulcinea</w>, 282
gl, 22
pes</w>, 37
figu, 37
punt, 37
envi, 106
mo, 266
'', 182
ál, 53
var, 67
ani, 27
carta</w>, 96
quej, 65
''</w>, 170
sali, 75
negro</w>, 29
hablar</w>, 97
tor, 178
enti, 77
ende</w>, 38
conmigo</w>, 91
aje</w>, 44
pasar</w>, 116
tú</w>, 264
qué, 30
cobr, 38
nec, 31
eda</w>, 43
cen, 69
advi, 32
siendo</w>, 110
tomar</w>, 106
pied, 47
tir, 75
ve, 295
deja</w>, 41
jui, 4
vaya</w>, 43
pies</w>, 137
pap, 35
ton, 41
amadís</w>, 46
aula</w>, 28
soneto</w>, 29
aste</w>, 40
llor, 57
vida</w>, 377
aus, 29
rib, 35
azo</w>, 42
ña</w>, 84
alegre</w>, 40
peni, 29
tencia</w>, 36
be, 52
abund, 35
lic, 21
alz, 61
año</w>, 114
comi, 135
vive</w>, 33
seguro</w>, 41
ern, 64
cuar, 41
allos</w>, 46
claro</w>, 52
ombre</w>, 12
pa, 87
tria</w>, 27
primera</w>, 93
sabio</w>, 46
eli, 72
gre, 30
hice</w>, 35
fui</w>, 40
arro, 80
agravi, 38
cien</w>, 35
fama</w>, 124
comedi, 84
amante</w>, 33
elo</w>, 36
cualquier</w>, 33
satis, 6
ostr, 8
fortuna</w>, 75
jo</w>, 120
dura</w>, 57
ocasión</w>, 105
ricote</w>, 38
cuer, 73
luna</w>, 39
tus</w>, 147
ezas</w>, 53
oh</w>, 188
señora</w>, 514
toboso</w>, 161
quién</w>, 270
tuviera</w>, 39
hermosa</w>, 140
rep, 63
mir, 229
ores</w>, 137
tro, 98
cara</w>, 28
aldea</w>, 56
deseos</w>, 73
ara</w>, 234
ventur, 36
igu, 60
ea</w>, 95
cast, 23
gust, 41
cote</w>, 8
ín</w>, 84
puso</w>, 174
blan, 71
pas, 288
desgracia</w>, 78
az, 170
ho, 63
ejercicio</w>, 54
sober, 28
hol, 20
jumento</w>, 74
alforjas</w>, 33
invi, 42
españ, 32
ona</w>, 63
poeta</w>, 57
rocinante</w>, 205
vivir</w>, 37
áci, 13
vill, 19
adie</w>, 1
vi</w>, 70
amo</w>, 336
eto</w>, 47
pec, 85
caba</w>, 50
ce, 207
aqu, 61
pa</w>, 73
par</w>, 92
tampoco</w>, 29
has</w>, 156
pudi, 101
ser</w>, 1063
entre</w>, 381
haberle</w>, 31
venced, 28
jamás</w>, 139
vencido</w>, 56
ofreci, 71
valor</w>, 84
puedo</w>, 97
debe</w>, 196
eso</w>, 463
moro</w>, 49
llama</w>, 58
suceso</w>, 68
espada</w>, 112
cortes, 49
alta</w>, 58
gloria</w>, 44
ra, 45
imper, 51
ios</w>, 74
ofreció</w>, 28
rostro</w>, 153
pio</w>, 56
infierno</w>, 29
brazo</w>, 77
ia</w>, 65
lus, 21
tre</w>, 37
sois</w>, 57
honesta</w>, 30
soli, 5
ces</w>, 139
gan</w>, 61
der, 146
eces</w>, 29
esas</w>, 87
jo, 41
ertos</w>, 79
faci, 23
andado</w>, 37
ah, 81
vuesa</w>, 203
desa, 33
sado</w>, 63
cui, 28
muestra</w>, 47
tal, 39
gü, 57
ne, 59
del, 60
gado</w>, 88
trabaj, 19
aja</w>, 49
criado</w>, 76
asno</w>, 87
quer, 96
met, 51
ísi, 41
aos</w>, 35
dol, 39
mayordomo</w>, 38
rocin, 3
trata</w>, 38
condición</w>, 71
cuyo</w>, 59
darme</w>, 65
vía</w>, 97
lanza</w>, 65
gua</w>, 57
gal, 95
dor</w>, 55
algo</w>, 129
carn, 45
quebr, 49
ant, 148
áb, 79
añadi, 57
min, 38
partes</w>, 102
hacienda</w>, 53
conc, 26
vel, 33
mana</w>, 51
aba</w>, 730
ell, 44
ama</w>, 84
pasaba</w>, 57
sobrina</w>, 58
llegaba</w>, 31
mozo</w>, 86
aza</w>, 57
fri, 30
comp, 41
za</w>, 247
quieren</w>, 53
sobr, 29
difer, 35
deste</w>, 148
je, 66
os, 319
llamaba</w>, 64
cuento</w>, 87
basta</w>, 44
arr, 53
sobre, 29
atos</w>, 38
estaba</w>, 483
eran</w>, 282
daba</w>, 168
leer</w>, 65
afi, 59
gusto</w>, 199
llegó</w>, 185
dió</w>, 53
gas</w>, 109
mbr, 44
adu, 80
compr, 32
llevó</w>, 41
cuantos</w>, 82
pudo</w>, 99
ning, 10
parec, 74
sil, 24
yas</w>, 52
perlas</w>, 39
ebr, 18
íos</w>, 38
escrito</w>, 56
fer, 91
mosura</w>, 15
altos</w>, 35
vini, 94
vin, 43
estre, 111
merec, 42
eci, 145
merece</w>, 32
ábase</w>, 32
entend, 28
resu, 34
her, 193
idas</w>, 47
rece, 30
grandes</w>, 126
maest, 46
esen</w>, 177
aría</w>, 93
señales</w>, 39
acabar</w>, 52
mesa</w>, 61
aquella</w>, 333
able</w>, 157
aventura</w>, 128
pie</w>, 195
letra</w>, 30
allí</w>, 421
prome, 33
duda</w>, 177
continu, 28
estor, 42
tuvo</w>, 142
cura</w>, 333
sig, 30
enza</w>, 32
cuál</w>, 45
ing, 34
erra</w>, 44
maese</w>, 63
barbero</w>, 168
pueblo</w>, 104
podía</w>, 193
parar</w>, 51
acomo, 83
dada</w>, 32
valentía</w>, 31
iba</w>, 161
aga</w>, 46
có</w>, 53
aban</w>, 362
dormir</w>, 62
celebr, 30
perder</w>, 47
sele</w>, 69
fantas, 29
encant, 86
amentos</w>, 34
bat, 47
allas</w>, 41
ment, 51
imposi, 31
bles</w>, 36
imaginación</w>, 46
cierta</w>, 28
revés</w>, 32
parti, 105
eros</w>, 295
un, 240
gigantes</w>, 31
bern, 9
ron, 32
ces, 38
muerto</w>, 106
rol, 30
encantado</w>, 56
vali, 42
industria</w>, 34
gó</w>, 57
brazos</w>, 90
gig, 7
mont, 71
salir</w>, 128
castillo</w>, 140
diera</w>, 44
idor</w>, 30
estraño</w>, 29
pensamiento</w>, 78
loco</w>, 111
pareció</w>, 102
conveni, 29
neces, 48
mento</w>, 38
hacerse</w>, 35
irse</w>, 30
caballo</w>, 197
aventuras</w>, 92
ejerci, 33
leído</w>, 70
caballeros</w>, 293
andantes</w>, 165
haciendo</w>, 65
agravio</w>, 41
oca, 12
peligr, 41
ase</w>, 527
onado</w>, 41
ables</w>, 59
llevado</w>, 34
priesa</w>, 98
deseaba</w>, 33
hizo</w>, 249
limpi, 63
unas</w>, 125
habían</w>, 251
siglos</w>, 41
estaban</w>, 177
puestas</w>, 44
rin, 55
aderez, 31
tenían</w>, 72
celada</w>, 35
caj, 43
media</w>, 59
hacían</w>, 37
fuerte</w>, 42
estar</w>, 166
chill, 29
sacó</w>, 49
dejó</w>, 82
erle</w>, 89
facilidad</w>, 34
pedazos</w>, 35
ase, 34
gur, 47
peligro</w>, 78
tornó</w>, 41
erro</w>, 37
dentro</w>, 53
quedó</w>, 132
satisf, 92
echo</w>, 83
fort, 35
aleza</w>, 19
querer</w>, 64
nueva</w>, 57
experiencia</w>, 36
fin, 41
ísima</w>, 95
ta, 28
chas</w>, 59
ela</w>, 61
sa</w>, 200
it, 40
pasaron</w>, 40
pond, 38
bueno</w>, 109
estuvi, 92
conocido</w>, 48
ansí</w>, 63
declar, 73
entonces</w>, 144
dase</w>, 32
venía</w>, 177
form, 56
bor, 71
quitó</w>, 30
llamar</w>, 54
alto</w>, 49
quiso</w>, 158
ocho</w>, 34
queda</w>, 61
verdadera</w>, 52
debía</w>, 112
valeroso</w>, 73
content, 51
llam, 174
reino</w>, 71
adir</w>, 31
suyo</w>, 90
suya</w>, 67
vivo</w>, 43
linaje</w>, 42
confirm, 28
taba</w>, 68
dama</w>, 39
enamor, 60
jas</w>, 78
dec, 67
entro</w>, 22
ordinario</w>, 28
mitad</w>, 125
finalmente</w>, 133
arle</w>, 157
present, 27
rodillas</w>, 38
dul, 43
diga</w>, 62
voz</w>, 179
endido</w>, 34
ambr, 41
ínsula</w>, 116
venci, 66
batalla</w>, 81
mandó</w>, 69
hubo</w>, 93
halló</w>, 70
