Tipo, Frecuencia
cincuenta</w>, 16
vez</w>, 193
contrario</w>, 40
sea</w>, 285
ter, 83
acu, 62
s, 262
are</w>, 67
juez</w>, 16
sent, 76
tanto</w>, 428
todas</w>, 374
veces</w>, 207
hubi, 31
éredes</w>, 9
dur, 51
ante</w>, 143
dich, 28
tra, 144
ig, 37
juntamente</w>, 24
él</w>, 1276
va</w>, 226
ru, 112
bri, 37
cado</w>, 67
pl, 87
ana</w>, 139
fir, 22
mado</w>, 44
fin</w>, 234
saber</w>, 247
si</w>, 1968
está</w>, 440
conforme</w>, 25
públi, 12
forma</w>, 11
cómo</w>, 275
corre, 23
tor</w>, 20
nombrado</w>, 10
mandado</w>, 32
vio</w>, 248
corri, 44
gi, 67
ó</w>, 783
impri, 9
mió</w>, 20
quedan</w>, 26
impres, 17
as</w>, 500
apunt, 9
adas</w>, 346
así</w>, 1065
fuer, 26
tase</w>, 27
vol, 78
u, 178
me</w>, 2541
or</w>, 92
ma</w>, 124
ni</w>, 1376
primer</w>, 43
entre, 111
gue</w>, 42
solo</w>, 100
autor</w>, 84
cuya</w>, 82
costa</w>, 34
otro</w>, 520
alguno</w>, 142
efeto</w>, 47
ción</w>, 91
hasta</w>, 386
antes</w>, 370
esté</w>, 47
reg, 30
ido</w>, 78
ado</w>, 797
estando</w>, 93
hecho</w>, 281
manera</w>, 335
suc, 1
esi, 23
v, 219
amente</w>, 113
aprobación</w>, 10
caer</w>, 57
e</w>, 372
ri, 239
r</w>, 72
penas</w>, 16
teni, 32
das</w>, 237
leyes</w>, 40
cas</w>, 89
destos</w>, 57
otras</w>, 278
cual, 7
es, 211
quier</w>, 2
justi, 3
cias</w>, 38
dellos</w>, 97
guar, 90
cumpl, 16
tenido</w>, 79
seis</w>, 77
se, 122
tiem, 5
am, 190
ez, 19
que, 32
duque</w>, 201
b, 201
é, 177
jar</w>, 14
marqués</w>, 16
br, 68
ale, 39
conde</w>, 25
ben, 19
alcázar</w>, 12
bañ, 19
ares</w>, 37
viz, 4
pueb, 6
al, 333
cer</w>, 13
llas</w>, 71
ca, 156
pilla</w>, 15
curi, 16
bur, 20
gui, 107
llos</w>, 57
buen</w>, 442
acogimiento</w>, 11
honra</w>, 78
vuestra</w>, 852
excelencia</w>, 30
toda</w>, 320
suerte</w>, 141
príncipe</w>, 16
tan</w>, 1306
inclin, 33
favorecer</w>, 18
buenas</w>, 93
ar, 277
mayor, 9
mente</w>, 36
nobleza</w>, 10
ab, 170
at, 155
servicio</w>, 30
gran, 34
j, 176
erías</w>, 18
vulgo</w>, 21
he</w>, 537
determinado</w>, 30
sacar</w>, 53
luz</w>, 70
abri, 56
go</w>, 109
clar, 18
ísimo</w>, 91
nombre</w>, 179
quien</w>, 618
ac, 156
amiento</w>, 61
debo</w>, 29
tanta</w>, 150
grandeza</w>, 64
suplico</w>, 29
reci, 52
ba</w>, 64
agrad, 32
le, 193
pro, 98
ec, 103
sombra</w>, 33
aunque</w>, 531
desnudo</w>, 27
aquel</w>, 487
preci, 36
or, 135
n, 163
amento</w>, 6
ele, 19
gan, 105
eru, 17
dición</w>, 12
suelen</w>, 59
andar</w>, 67
vesti, 19
obras</w>, 61
componen</w>, 10
casas</w>, 29
hombres</w>, 104
saben</w>, 18
parecer</w>, 203
segu, 33
ramente</w>, 10
juicio</w>, 84
algunos</w>, 121
conti, 13
ni, 115
éndose</w>, 46
límites</w>, 16
ignorancia</w>, 12
conden, 17
ar</w>, 716
rigor</w>, 25
menos</w>, 347
justicia</w>, 50
trabajos</w>, 36
ajenos</w>, 10
poniendo</w>, 22
ojos</w>, 296
prudencia</w>, 21
mi</w>, 1706
deseo</w>, 159
ío</w>, 46
desdeñ, 9
ará</w>, 93
cort, 34
edad</w>, 91
humilde</w>, 22
pró, 14
logo</w>, 15
ocupado</w>, 10
lector</w>, 9
juramento</w>, 25
podrás</w>, 10
creer</w>, 68
quisiera</w>, 88
hijo</w>, 100
entendimiento</w>, 81
fuera</w>, 289
hermoso</w>, 26
gallardo</w>, 19
discreto</w>, 73
pudiera</w>, 89
imaginarse</w>, 12
pero</w>, 1037
podido</w>, 17
contra, 29
venir</w>, 126
orden</w>, 95
naturaleza</w>, 33
engend, 8
semejante</w>, 27
qué</w>, 858
podrá</w>, 75
rar</w>, 23
estéri, 9
l</w>, 89
mal</w>, 459
ti, 273
vado</w>, 13
ingenio</w>, 45
mío</w>, 187
sino</w>, 694
historia</w>, 249
seco</w>, 16
avellan, 10
antoj, 19
adi, 68
zo</w>, 71
lleno</w>, 55
pensamientos</w>, 102
arios</w>, 35
nunca</w>, 153
imagin, 41
ados</w>, 410
engendr, 16
una</w>, 1342
cárcel</w>, 14
donde</w>, 674
comodidad</w>, 30
asiento</w>, 16
todo</w>, 1179
triste</w>, 107
ruido</w>, 50
habi, 29
tación</w>, 14
sosiego</w>, 31
lugar</w>, 345
apacible</w>, 12
amen, 13
idad</w>, 34
campos</w>, 21
ser, 59
en, 344
cielos</w>, 24
murmur, 23
fuentes</w>, 14
quietud</w>, 12
espíritu</w>, 19
son</w>, 485
grande</w>, 196
mu, 208
sas</w>, 53
les</w>, 469
muest, 14
r, 348
fe, 43
cun, 5
ofre, 19
z, 167
can</w>, 33
par, 190
tos</w>, 165
mundo</w>, 389
col, 74
men</w>, 10
maravilla</w>, 21
contento</w>, 121
acont, 37
ece</w>, 44
padre</w>, 257
feo</w>, 10
gracia</w>, 31
amor</w>, 126
vea</w>, 61
sus</w>, 1049
faltas</w>, 12
juz, 54
ga</w>, 97
discre, 14
ciones</w>, 31
lin, 34
de, 211
zas</w>, 79
cuenta</w>, 214
amigos</w>, 66
agu, 43
donaires</w>, 10
ezco</w>, 9
soy</w>, 336
pad, 31
ras, 57
tro</w>, 35
quiero</w>, 258
irme</w>, 11
corriente</w>, 11
car, 165
te</w>, 965
casi</w>, 115
lágrimas</w>, 98
otros</w>, 266
hacen</w>, 76
perdon, 32
es</w>, 2467
disimu, 16
eres</w>, 123
pari, 11
ente</w>, 174
amigo</w>, 251
tienes</w>, 59
tu</w>, 341
alma</w>, 152
cuerpo</w>, 148
libre</w>, 58
alb, 15
ed, 88
río</w>, 30
pintado</w>, 22
estás</w>, 34
casa</w>, 333
cab, 72
alas</w>, 32
sabes</w>, 48
comúnmente</w>, 10
dice</w>, 227
debajo</w>, 76
man, 201
ma, 116
resp, 22
ecto</w>, 8
obligación</w>, 11
puedes</w>, 32
decir</w>, 581
aquello</w>, 105
pareci, 38
temor</w>, 62
cal, 103
premi, 18
dij, 45
sólo</w>, 198
dár, 26
tela</w>, 21
desnu, 33
na, 16
inu, 9
mer, 74
abi, 32
lidad</w>, 22
cat, 39
á, 149
acostumbr, 30
sonetos</w>, 10
e, 233
pi, 251
gr, 82
el, 100
ponerse</w>, 36
porque</w>, 1395
sé</w>, 391
tó</w>, 65
algún</w>, 283
com, 127
pon, 85
erla</w>, 41
ninguno</w>, 99
tuve</w>, 36
mayor</w>, 132
ación</w>, 113
vas</w>, 61
leyendo</w>, 13
muchas</w>, 242
tomé</w>, 26
pluma</w>, 17
escribi, 37
lle</w>, 24
dejé</w>, 25
ría</w>, 68
suspenso</w>, 30
delante</w>, 124
oreja</w>, 11
do</w>, 263
bu, 56
ete</w>, 31
mano</w>, 312
meji, 9
pensando</w>, 16
diría</w>, 10
entró</w>, 72
deshora</w>, 17
gracioso</w>, 25
entendido</w>, 20
éndome</w>, 34
ativo</w>, 21
preguntó</w>, 139
causa</w>, 124
encubri, 14
éndo, 30
sela</w>, 50
dije</w>, 65
pensaba</w>, 69
tenía</w>, 383
quería</w>, 98
hacerle</w>, 30
hazañas</w>, 68
noble</w>, 16
caballero</w>, 661
queréis</w>, 35
tenga</w>, 89
confuso</w>, 29
dirá</w>, 31
antiguo</w>, 15
legi, 11
l, 253
ador</w>, 131
llaman</w>, 80
cuando</w>, 757
cabo</w>, 90
tantos</w>, 99
duer, 19
mo</w>, 80
silencio</w>, 75
olvido</w>, 19
salgo</w>, 9
ahora</w>, 366
mis</w>, 390
cuestas</w>, 11
ley, 28
enda</w>, 26
espar, 14
ajena</w>, 17
invención</w>, 24
mengu, 16
estilo</w>, 21
pobre</w>, 98
conce, 32
falta</w>, 79
doc, 12
tr, 122
ina</w>, 54
aco, 39
aciones</w>, 77
már, 9
gen, 25
an, 204
ot, 23
veo</w>, 58
están</w>, 117
sean</w>, 83
abu, 10
osos</w>, 124
prof, 49
anos</w>, 47
llenos</w>, 18
sentencias</w>, 21
ari, 45
st, 95
eles</w>, 43
caterva</w>, 11
fil, 14
so, 139
admir, 81
entes</w>, 108
tienen</w>, 159
autores</w>, 20
í, 198
di, 338
ocu, 27
pues</w>, 865
divina</w>, 10
escritura</w>, 16
dirán</w>, 11
unos</w>, 138
santos</w>, 17
tom, 121
ases</w>, 12
tores</w>, 8
iglesia</w>, 36
guardando</w>, 9
esto</w>, 901
decoro</w>, 15
eng, 28
han</w>, 349
enamorado</w>, 61
estra, 10
ído</w>, 10
cristiano</w>, 71
regalo</w>, 17
oí, 51
elle</w>, 17
ecer</w>, 45
tengo</w>, 410
tar</w>, 149
mar, 82
gen</w>, 14
ano, 4
si, 145
erlos</w>, 20
letras</w>, 57
c</w>, 12
comenz, 26
ando</w>, 405
acabando</w>, 14
x, 48
of, 44
onte</w>, 7
is</w>, 21
mal, 172
uno</w>, 352
pintor</w>, 10
también</w>, 234
cuyos</w>, 10
duques</w>, 41
marqu, 2
eses</w>, 50
bis, 6
pos</w>, 11
damas</w>, 34
poetas</w>, 29
cel, 33
ér, 79
mos</w>, 115
pidiese</w>, 15
fici, 32
ales</w>, 102
dar, 78
ían</w>, 191
tales</w>, 162
igual, 35
asen</w>, 133
aquellos</w>, 158
españa</w>, 72
í</w>, 142
deter, 5
mi, 199
quede</w>, 20
sepul, 24
archi, 13
cielo</w>, 251
depar, 19
adorn, 27
tantas</w>, 110
cosas</w>, 347
faltan</w>, 13
hallo</w>, 30
capaz</w>, 11
remedi, 30
arlas</w>, 19
insu, 10
fi, 154
ciencia</w>, 23
pocas</w>, 26
natur, 8
almente</w>, 29
pol, 23
perez, 16
and, 92
arme</w>, 150
buscando</w>, 44
digan</w>, 17
ellos</w>, 306
aquí</w>, 515
nace</w>, 12
suspen, 34
sión</w>, 51
hall, 143
astes</w>, 18
bastante</w>, 24
ponerme</w>, 25
mí</w>, 504
habéis</w>, 111
oído</w>, 129
oyendo</w>, 62
dándose</w>, 18
pal, 55
mada</w>, 17
frente</w>, 15
dispar, 18
carga</w>, 25
risa</w>, 54
dijo</w>, 1811
hermano</w>, 106
agora</w>, 149
acab, 80
desengañ, 12
engaño</w>, 33
estado</w>, 106
conozco</w>, 38
siempre</w>, 150
prudente</w>, 22
vuestras</w>, 86
estáis</w>, 24
lejos</w>, 55
serlo</w>, 36
tierra</w>, 273
posible</w>, 123
poco</w>, 380
momento</w>, 31
fáci, 13
remediar</w>, 15
puedan</w>, 13
fuerzas</w>, 50
der</w>, 19
sor, 27
mad, 29
ro</w>, 80
romper</w>, 15
atropel, 11
lar</w>, 30
dificultades</w>, 11
mayores</w>, 67
habilidad</w>, 15
bra</w>, 43
per, 227
eza</w>, 43
pen, 41
discurso</w>, 64
ver</w>, 413
verdad</w>, 431
digo</w>, 331
est, 245
adme</w>, 28
atento</w>, 22
veréis</w>, 17
abrir</w>, 14
cerrar</w>, 15
conf, 20
undo</w>, 7
remedio</w>, 75
decís</w>, 51
bar, 93
dan</w>, 90
dejar</w>, 112
famoso</w>, 93
espejo</w>, 18
caballería</w>, 143
andante</w>, 198
decid</w>, 10
repli, 24
decía</w>, 198
modo</w>, 176
pensáis</w>, 11
llen, 13
vac, 12
reduci, 19
claridad</w>, 14
confusión</w>, 21
repar, 18
person, 17
ajes</w>, 36
graves</w>, 13
título</w>, 36
puede</w>, 285
éis</w>, 131
hac, 92
después</w>, 196
podéis</w>, 22
au, 92
zar</w>, 20
poner</w>, 135
quisiéredes</w>, 16
hi, 84
ándolos</w>, 18
pr, 68
indias</w>, 9
emperador</w>, 48
son, 60
hay</w>, 471
noticia</w>, 64
fueron</w>, 149
famosos</w>, 29
hayan</w>, 21
sido</w>, 164
ped, 35
bachill, 2
detrás</w>, 23
er, 189
dé</w>, 91
ya</w>, 812
aver, 9
ü, 7
mentira</w>, 38
»en</w>, 20
sac, 132
áredes</w>, 13
pusi, 27
venga</w>, 62
pelo</w>, 23
algunas</w>, 86
lati, 10
sepáis</w>, 9
memoria</w>, 127
cu, 185
bus, 44
calle</w>, 42
será</w>, 222
trat, 77
libertad</w>, 80
cauti, 15
io</w>, 34
non</w>, 9
pro</w>, 14
to, 166
libert, 11
luego</w>, 390
hor, 35
acio</w>, 7
muerte</w>, 149
acudir</w>, 31
p, 240
all, 24
ida</w>, 47
mor, 67
s</w>, 60
qu, 41
pul, 27
sat, 3
pe, 108
um, 18
tab, 13
ernas</w>, 10
re, 470
gu, 142
tur, 51
res</w>, 13
amistad</w>, 41
manda</w>, 25
enemigo</w>, 63
entr, 65
aros</w>, 39
punto</w>, 213
anti, 24
curiosidad</w>, 16
palabras</w>, 125
mismo</w>, 183
ego</w>, 22
tem, 74
vo, 50
bi, 106
ligi, 8
imi, 15
cos</w>, 110
vest, 7
ros</w>, 72
malos</w>, 44
van, 17
ex, 66
unt, 18
cogi, 23
ati, 56
ones</w>, 142
inst, 3
ahí</w>, 62
dará</w>, 34
dí, 47
sti, 36
don, 28
feli, 21
x</w>, 25
nu, 49
ami, 45
por, 69
int, 17
lu, 81
tendr, 14
án</w>, 115
siquiera</w>, 32
áti, 21
poca</w>, 54
provecho</w>, 59
hoy</w>, 76
toca</w>, 48
nombr, 21
gigante</w>, 56
gol, 26
ías</w>, 94
tar, 138
nada</w>, 184
tenéis</w>, 24
go, 55
li, 225
at</w>, 9
eo</w>, 16
pastor</w>, 58
avi, 44
mató</w>, 10
gran</w>, 345
valle</w>, 15
según</w>, 164
reyes</w>, 38
capítulo</w>, 152
escribe</w>, 17
tras</w>, 87
mostr, 62
hombre</w>, 259
humanas</w>, 11
af, 55
haced</w>, 10
ajo</w>, 14
i, 231
sos</w>, 34
famosa</w>, 25
esp, 95
añas</w>, 25
nacimiento</w>, 9
tal</w>, 443
mar</w>, 78
cé, 7
ano</w>, 89
bes, 43
ciudad</w>, 102
bo, 109
opinión</w>, 47
enas</w>, 14
oro</w>, 109
et, 44
ladrones</w>, 11
diré</w>, 50
cac, 9
coro</w>, 3
mujeres</w>, 53
ram, 14
eras</w>, 98
po</w>, 20
do, 121
ñ, 57
edo</w>, 3
prest, 17
aida</w>, 2
fl, 34
ora</w>, 58
crédito</w>, 32
cru, 35
ovi, 11
dio</w>, 320
entreg, 9
me, 69
dea</w>, 12
encantadores</w>, 63
hechi, 13
hom, 13
ero</w>, 183
cali, 19
virgilio</w>, 9
cir, 15
ce</w>, 63
capitanes</w>, 11
valerosos</w>, 12
ju, 81
lio</w>, 18
césar</w>, 9
sí</w>, 347
ent, 121
plu, 17
alejand, 4
amores</w>, 45
on, 111
lengua</w>, 102
tos, 12
c, 196
topar, 10
león</w>, 24
h, 124
bre, 24
hin, 39
cha</w>, 47
medi, 36
tierras</w>, 10
fon, 4
acert, 34
desear</w>, 17
materia</w>, 11
resolución</w>, 60
procur, 57
nombrar</w>, 13
nombres</w>, 28
tocar</w>, 23
estas</w>, 266
historias</w>, 50
dej, 125
cargo</w>, 49
voto</w>, 30
gas, 54
», 187
veng, 32
fácil</w>, 27
buscar</w>, 103
z</w>, 67
ese</w>, 347
ario</w>, 29
dr, 12
puesto</w>, 331
clara</w>, 44
necesidad</w>, 57
ten, 159
aprovech, 35
importa</w>, 24
quizá</w>, 80
habrá</w>, 55
simple</w>, 26
cre, 99
sirva</w>, 19
rá</w>, 42
largo</w>, 44
improviso</w>, 19
autoridad</w>, 15
averiguar</w>, 14
segui, 37
y, 116
éndole</w>, 66
ello</w>, 131
ninguna</w>, 141
aquellas</w>, 96
tiva</w>, 9
contra</w>, 127
caballerías</w>, 79
acordó</w>, 17
san</w>, 43
basilio</w>, 52
alcanzó</w>, 14
caen</w>, 9
disparates</w>, 49
puntu, 16
ali, 35
dades</w>, 49
ob, 19
astr, 9
ol, 77
ía</w>, 332
importancia</w>, 24
ge, 18
om, 35
tri, 44
confu, 22
argu, 9
mentos</w>, 20
sirve</w>, 16
retó, 9
rica</w>, 38
predi, 16
car</w>, 79
mezcl, 25
humano</w>, 19
vino</w>, 156
género</w>, 48
mezcla</w>, 12
vestir</w>, 9
ningún</w>, 61
arse</w>, 291
imitación</w>, 12
fuere</w>, 72
endo</w>, 188
perf, 11
mejor</w>, 293
mira</w>, 93
deshacer</w>, 11
men, 63
dig, 33
consejos</w>, 23
fábu, 11
ricos</w>, 32
milagros</w>, 15
procurar</w>, 12
signi, 15
fic, 21
hon, 47
colo, 10
cadas</w>, 18
salga</w>, 17
esti, 55
vo</w>, 52
pin, 75
tando</w>, 41
alcanz, 51
intención</w>, 106
dando</w>, 121
entender</w>, 151
vuestros</w>, 42
intri, 13
escu, 88
melan, 7
có, 36
eva</w>, 11
sueño</w>, 48
enf, 9
mire</w>, 40
grave</w>, 22
despreci, 10
deje</w>, 32
alab, 43
arla</w>, 74
efecto</w>, 50
llev, 133
puesta</w>, 62
derrib, 26
máquina</w>, 21
und, 16
caballer, 12
escos</w>, 11
aborreci, 12
muchos</w>, 200
sedes</w>, 12
alcanzado</w>, 9
estu, 27
ve</w>, 50
escuchando</w>, 22
eron</w>, 171
razones</w>, 205
erlas</w>, 22
puta</w>, 12
aprob, 5
é</w>, 178
ellas</w>, 138
mismas</w>, 14
quise</w>, 25
verás</w>, 31
suave</w>, 14
discreción</w>, 55
buena</w>, 363
ventura</w>, 155
mía</w>, 152
hallar</w>, 58
necesi, 16
conse, 15
jero</w>, 8
alivio</w>, 11
tuyo</w>, 20
sin, 19
cera</w>, 12
vueltas</w>, 9
adores</w>, 80
campo</w>, 85
valiente</w>, 60
contornos</w>, 15
encar, 45
erte</w>, 34
hago</w>, 66
darte</w>, 19
conocer</w>, 47
honrado</w>, 26
conocimiento</w>, 23
tendrás</w>, 10
sancho</w>, 2148
panza</w>, 329
escudero</w>, 242
fr, 66
gracias</w>, 70
escuderi, 10
salud</w>, 48
olvide</w>, 9
vale</w>, 38
ur, 42
conocida</w>, 19
lleg, 69
arte</w>, 68
qui, 168
mas</w>, 279
pan</w>, 75
ir</w>, 215
manos</w>, 246
bo</w>, 51
aun</w>, 259
cla</w>, 1
comen</w>, 12
mostrar</w>, 25
encia</w>, 87
árbol</w>, 27
arri, 37
re</w>, 58
real</w>, 47
príncipes</w>, 31
fru, 17
flor, 17
eció</w>, 29
du, 130
nuevo</w>, 113
alejandro</w>, 11
llega</w>, 25
osa</w>, 181
favor, 41
for, 41
che</w>, 33
cont, 111
arás</w>, 17
aventu, 4
oci, 34
osas</w>, 98
tras, 58
tornaron</w>, 10
cabe</w>, 9
armas</w>, 156
alle</w>, 34
caron</w>, 15
lando</w>, 22
furi, 3
templ, 16
fuerza</w>, 130
dulcinea</w>, 282
discretos</w>, 25
gl, 22
estam, 15
pes</w>, 14
figu, 16
ines</w>, 12
puntos</w>, 16
envi, 56
hu, 105
mo, 136
algu, 9
'', 169
álvaro</w>, 20
ani, 27
carta</w>, 96
queja</w>, 11
''</w>, 98
sali, 40
negro</w>, 29
hablar</w>, 97
ú, 71
desp, 88
gues</w>, 14
torci, 14
entiende</w>, 21
palmo</w>, 12
conmigo</w>, 91
flo, 10
tas</w>, 117
vidas</w>, 15
aje</w>, 34
pasar</w>, 116
caperu, 11
darles</w>, 14
ace</w>, 14
tú</w>, 264
qué, 15
mate</w>, 9
cobrar</w>, 16
fa</w>, 14
nec, 2
eda</w>, 22
cen, 44
pe</w>, 37
advierte</w>, 13
desati, 21
siendo</w>, 110
dri, 9
eja</w>, 22
tomar</w>, 106
piedras</w>, 19
tir, 75
ve, 69
deja</w>, 41
jui, 4
vaya</w>, 43
pies</w>, 137
saca</w>, 12
pap, 13
entretener</w>, 14
ton, 15
amadís</w>, 46
gaula</w>, 27
soneto</w>, 29
imit, 11
aste</w>, 40
llor, 57
vida</w>, 366
ausente</w>, 17
desdeñado</w>, 12
rib, 14
azo</w>, 32
peña</w>, 20
alegre</w>, 40
penitencia</w>, 24
bebi, 19
abund, 18
licor</w>, 10
sal, 94
alz, 47
ándote</w>, 9
plata</w>, 19
año</w>, 75
comida</w>, 20
vive</w>, 33
seguro</w>, 41
ernamente</w>, 9
cuarta</w>, 11
caballos</w>, 25
agui, 17
je</w>, 12
rubi, 15
apo, 17
claro</w>, 52
ren, 23
ombre</w>, 12
patria</w>, 24
primera</w>, 93
sabio</w>, 46
único</w>, 12
belian, 10
ís</w>, 32
grecia</w>, 10
romp, 3
oll, 2
hice</w>, 35
orbe</w>, 16
fui</w>, 40
estro</w>, 6
arrogante</w>, 14
agravios</w>, 18
gué</w>, 12
cien</w>, 35
fama</w>, 124
eter, 13
comedido</w>, 14
regal, 36
amante</w>, 33
elo</w>, 36
cualquier</w>, 33
satis, 6
ostr, 8
fortuna</w>, 75
jo</w>, 70
dura</w>, 43
ocasión</w>, 105
ricote</w>, 38
cuerno</w>, 10
luna</w>, 39
cum, 31
tus</w>, 137
ezas</w>, 32
oh</w>, 188
señora</w>, 514
ori, 76
toboso</w>, 161
quién</w>, 270
tuviera</w>, 39
hermosa</w>, 140
reposo</w>, 18
mir, 116
flores</w>, 18
tro, 73
cara</w>, 28
aldea</w>, 56
deseos</w>, 73
libre, 21
ara</w>, 171
hici, 41
venturoso</w>, 13
igual</w>, 24
pelea</w>, 13
cast, 9
esca, 12
envidi, 12
goz, 23
gust, 41
cote</w>, 8
ín</w>, 68
varón</w>, 14
trato</w>, 23
puso</w>, 146
blanda</w>, 19
cuer, 26
damente</w>, 21
pas, 115
desgracia</w>, 78
az, 111
ho, 49
pug, 2
na</w>, 63
ejercicio</w>, 54
ll, 124
escud, 11
soberbi, 14
hol, 20
jumento</w>, 74
alforjas</w>, 33
igu, 16
invi, 9
mostraron</w>, 9
provi, 6
dencia</w>, 11
español</w>, 13
corona</w>, 23
reverencia</w>, 13
poeta</w>, 57
rocinante</w>, 205
manchego</w>, 10
puse</w>, 17
vivir</w>, 37
ácito</w>, 10
vill, 19
adie</w>, 1
vi</w>, 70
amo</w>, 318
eto</w>, 21
pecados</w>, 18
aque</w>, 16
ejas</w>, 26
uña</w>, 10
caba</w>, 18
escap, 12
ce, 88
saqu, 10
laz, 11
hur, 16
ciego</w>, 11
pa</w>, 51
furioso</w>, 9
par</w>, 92
tampoco</w>, 29
has</w>, 156
pudi, 22
ser</w>, 1063
entre</w>, 381
pares</w>, 16
haberle</w>, 31
vencedor</w>, 20
jamás</w>, 139
vencido</w>, 56
perdido</w>, 24
ang, 12
éli, 12
ofreci, 50
valor</w>, 84
puedo</w>, 97
debe</w>, 196
eso</w>, 366
moro</w>, 49
cita</w>, 10
llama</w>, 58
iguales</w>, 20
suceso</w>, 68
espada</w>, 112
curioso</w>, 17
cortes, 26
alta</w>, 58
gloria</w>, 44
ra, 34
imper, 16
ios</w>, 30
monar, 10
ofreció</w>, 28
ro, 142
vano</w>, 16
rostro</w>, 153
